text,label
こんにちは。,1
今日はご利用いただきましてありがとうございます。,0
はい。,1
今日はご旅行のご相談でよろしいですか？,0
はい。,1
はい、ありがとうございます、どんなところに行きたいかもう決まってますか？,0
はい。,1
どこに行きたいですか？,0
えっとー、長野県に夏に家族4人で行きたいと思ってます。,1
はい、では長野県にー、夏に家族4人で行きたいってことでいいですかね。,0
はい。,1
はい、ありがとうございます、では、長野に行ってー、どんなことをしてみたいか、今日は一緒にお話をしてー、決めていってもいいですか？,0
はい。,1
はい、じゃ、どんなことをしましょうか、何かしたいことってありますか？,0
そうですね、えっと、アスレチックで遊びたいなあと思ってて。,1
アスレチックで遊びたいってことですね。,0
はい。,1
えっと、アスレチックで遊べるところはですね、いくつかあって、特にこういう場所がいいとかっていう希望はありますか？アスレチックが遊べるっていうのプラス、例えば、何か動物とかも見れるとか、それとか池が近くにあるとか、森の中にあるとか、いろいろあるんですね、どんなところがいいですか？,0
えっと、そのアスレチックをしながら、自然を楽しめる場所がいいと思ってまーす。,1
なるほど、ということはー、今こちらでおすすめできそうなどころがー、例えばですねー、まわりに池がある場所、高原の上にあってー、高原の中に池があるんですね。,0
はい。,1
高原ってどんなところかって想像できますか？,0
どんなとこだろう、高原って。,0
高原ってねえ、た、たかーい場所でー、草がいっぱい生えてるような場所。,0
はい。,1
うん、そこの真ん中にねえ、池があるの。,0
で、その池の周りに、例えばキャンプ場とかボート場とか、あとアスレチックとかテニスコートとか、いろんなものがそろってるのね。,0
はい。,1
うん、で、その池の周りにお散歩できる道もちゃんとあってー、自然も豊かだからいいかなあと思ったのがー、今話した場所です。,0
はい。,1
今話した場所、どうだった？,0
いや、なんかすごい高いところって言ってたので、いや、すごい気持ちよさそうだなあっていう感じが。,1
そうですね、すごく空気が綺麗そうだなあって感じがしますよね。,0
はい。,1
うん、それ以外にも、例えばねー、他にもあってー、牧場のなかにあるアスレチックコースみたいなの。,0
ふーん。,1
牧場って牛がいっぱいいるとこって聞いたことある？,0
はい。,1
うん、そうだね、この牧場でアスレチックがあったり広場があったりしてー、遊んだりすることができる場所があるのね。,0
はい。,1
そういう場所であったりー、それとかー、他にはねえ、あとボブスレーっていうスポーツ知ってる？,0
わかんないです。,1
ボブスレー、聞いたこ、名前は聞いたことある、ない？,0
ないです。,1
ないか、えっとねー、滑り台って滑ったことある？,0
滑り台滑ったことありますね。,1
うん、その滑り台に、そりに乗って、ながーい滑り台をぐあーって滑っておりていくのがあるのね。,0
はあん。　,1
そういうスポーツをボブスレーっていうんですけど、それができる場所がついているようなアスレチックコース、そういうのもあるしー、どうですか、今聞いた感じだと、まあ3つあってー、1つはボブスレーみたいなスポーツができるアスレチック場、それかー、今さっき話した、これね、高原の上にあるアスレチック場、ここは自然が少し、えー、少しっていうかすごくたくさんありますね。,0
はい。,1
