text,label
こんにちは。,0
本日はご利用いただきましてありがとうございます。,0
えっと、ご旅行の予定とゆーか、あの、どちらの方面に行きたいとか、あの、ございます、か？,0
あ,1
えーとー、北海道に行きたいんですけれども。,1
えと、季節とかー、ご希望ございますか？,0
えーとー、秋頃ですかね。,1
えとー、お客様は何名様で、ご、予定されてらっしゃいますか？,0
あ、私、私一人だけなんですけれども。,1
あ、承知しました。あの、調べしますので、あの、少々お待ちくださいませ。,0
はい、お願いしまーす。,1
えーとー、特にあのー、何かやりたいこと、とゆーかー、あの、ご希望ございますか？,0
あ、そうですねー。,1
えーとー、ちょっと紅葉が綺麗な所に行きたいんですけども。,1
少々、あ、紅葉のー綺麗なところ、で、まずじゃあ、お調べしますね。,0
えーと、いくつか出てきたんですけれどもー,0
はい。,1
あのー、まず紅葉が綺麗な所、で言いますと、あのー,0
十二湖散策コースっていうのがございましてー,0
はい。,1
あのー、あ、すいません、ちょっとこれが、すい、、間違えました。すいません。,0
えーとー,0
函館山のロープウェイとかー、いかがでしょうか？,0
函館山…函館にある…,1
あのー、函館にある、ロープウェイなんですけれども、あの、ロープウェーに乗っていただきまして、ゴンドラから紅葉を見るみたいな感じなんですけれども。,0
あのー、秋は、あの、紅葉が綺麗な時期がございましてー,0
あの、バリアフリーも対応しておりますし、あのー,0
まー、時間帯によって色々と楽しめることがございますが、いかがでしょうか？,0
あ、はい。じゃ、そこに行ってみたいなと思います。,1
えっと、一応、営業時間なんですけれども、あの、朝の10時から22時になっておりまして,0
はい。,1
あの、まー、えーとー、上りの最終便が、あの、営業時間終了の10分前となっておりますので,0
あ、はい。,1
あ、夜、紅葉であれば、あのー、まー、ご、お昼間の時間だと思いますので、ちょっとご心配はないと思うんですけれども,0
ええ、ええ。,1
特に休業日もなくー、あのー、え、ごか、楽しみいただけると思うんですけれどもー,0
はい。,1
ただあの、ま、乗車料金として1500円、往復かかります。,0
あ、往復、往復で1500…歩いては登れないんですか？,1
あ、歩いてはちょっとー、えー、登れないですね。あの、山が高いので。,0
あー、そうなんですね、わかりました。,1
はい。,0
はい。,1
あとー、お食事とか、あの、何かこう、やってみたいとか、食べてみたいとか、ございますか？,0
あー、食事はそうですねー,1
あのー、やっぱり海鮮、お寿司とかー、美味しいところが。,1
ちょっと、少々お待ちください。,0
はい。,1
すいません、ちょっと今、お寿司で出てこないんですけど、かい、海鮮,0
あの、イクラが好きなんですけど。,1
ふふっ、はい。,0
イクラ…って季節ですよね？たぶん。あ、秋冬ぐらい。,1
ちょっと,0
食事で、出てこないーですねー。,0
あ。,0
あんまり無さそうですか？ふふふ,1
あ、出てき…あ、すいません、出てきました。,0
あ、出てきました？,1
、はい。,0
あのー、イクラとか、あの、お料理であればー,0
はい。,1
北海道料理浜っ子ってゆうお店があるんですけれども、いかがですか？,0
えと、どこに…あるんですか？,1
いや、あ、すいません。,0
定山渓というところなんですけど、札幌の近くでございます。,0
はい。,1
あとはー、そうですね。,0
定山渓でありますと、結構、お店があるんですけれども。,0
ええ、ええ。,1
函館の近くで、いま、ちょっと探してみます。,0
あ、すいません。,1
なんか、で、で、一人なんで、できればあんまり、高くない、店がいいんですけどー。,1
んー,0
丼ものとかお好きーですか？,0
ああ、そうですね。丼とかいいかも。,1
あ、ではあのー、お、お食事処ながもりとゆうお店があるんですけれども,0
あの、イクラ丼とか、あの、ウニ丼とかー、いかがですか？,0
あ,1
イクラ、ウニはいかがですか？,0
あ。イクラ丼でどのぐらい、食べれ…ウニちょっと食べれないんで。,1
あ、そうですか、ちょっとイクラだけでー,0
イクラ丼だといくらぐらいですか？,1
えーとー,0
少々お待ちください。,0
海鮮丼は2000円となっていましてー,0
あ、はい。,1
あの、自家製のイクラのお醤油漬けなどの加工品とかも、はい、はのー、販売されています。,0
はい。,0
はい。,1
あの、昼、ランチもやってますか？,1
はい、はい、あのー、朝の7時から夕方の16時まででございます。,0
あ、じゃ、夜はやってないんですね、逆に。,1
そうですね、お昼ご飯ってゆう感じ、安いお店、リーズナブルな感じですね。,0
あ、なるほど。,1
あの、一応、きゅ、あのー、閉店日もなくー、お気軽な感じのお店だと思うんですけれども。,0
ちょっと写真、こちらだとちょっと情報が、あの、写真、どんぶりの写真しかないんですけれどもー。,0
はい。,1
まー、あの、なんか、自家製のイクラ丼、イクラ漬け？がー,0
ああ、美味しそうですね、自家製って。,1
それがなんか、良いみたいな、ことが書いてますけれど。,0
はい、いかがですかね？2000円ぐらいーでして。,0
えーと、で、と。,0
あの、で、できれば夜に行きたいなと思ったんですけど、夜の時間帯、開いてるお店ってありますか？,1
夜な、夜のお店でイクラ丼があるところですとー、少々お待ちください。,0
はい。,1
えーっと、結構なんか、ふっ,0
あのー,0
みんな早いんですかね？朝早いけど。ふふ,1
朝から食べる…ふふ。,1
朝、どんぶり、じゃなければ、結構あのー、あの、海鮮の盛り合わせみたいな、ちょっと豪華なものーであればー、あるんですけれども。,0
ええ、ええ。,1
らー、あのー、例えばホッケとかー、あとー、お刺身の盛り合わせみたいなもの？,0
ま、当然、イクラも乗ってはいるんですけれども,0
イクラ丼ほどではないんですけれども。,0
あー、なるほど。,1
あ、じゃー、昼間、イクラ丼を食べてー、よ、夜はちょっと別のもの食べたいんですけどー、なにかオススメってありますか？北海道で。,1
一応、サックリー、おつ、お勧めしたお食事処ながもりで、お昼食をとられましてー,0
はい。,1
あの、そのあとー、まー、あの、観光していただいたあと夜にー、あのー、海鮮でいかがでしょうか？,0
あ,1
えーとー、夜はじゃあちょっと、そ、そしたら海鮮じゃないもの,1
昼に海鮮食べるので、違うものにしたいんですけど、北海道でなんかおすすめのものって何ですかね？,1
そうですね、お肉、だとー、あのー、ジンギスカンとかー、ありますよね？,0
じゃ、ジンギスカンのお店でおすすめを。,1
少々お待ちください。,0
ジンギスカン、外国料理になるんですかね？これ…,0
あー、の、どうなんですかね？ハハハ,1
アハハ、なんか、え…,0
なかなか…あのー…食べる…うーん、その他で…ないですね、和食…,0
和食でジンギスカンが出てくるなんて,0
じゃー、ちょっとー,0
あ…,0
こればっかり出てくるか…,0
うんー、ジンギスカンで、出てきませんねー。,0
なんですか、北海道、北海道料理って感じですかね？,1
北海道の、郷土料理のお店とか…,1
北海道で指定してるんですけれどもー,0
あのー,0
ちょっと出てこなくて、すいません。,0
あ、いえいえ。,1
