text,label
じゃあよろしくお願いします。,0
じゃあ、早速ですけども、まああの、今日、えー、行きたいところの目安は、だいたいつけてますか？,0
どちらに行きたいとか。,0
え、はとこの家。,1
はとこ、はとこ。,0
はい。,1
はとこか、はとこの家、えーと、それどちらでしょうか？,0
熊本、熊本。,1
ああ、熊本ね、熊本、はい。,0
九州の、熊本県。,1
そうですね、で、えーと、何か、えーと、はとこの家に遊びに行って、ついでに観光したいみたいな形ですか？,0
はい。,1
じゃあ何度か行ってるんですかね？,0
はい。,1
そ、そっちのほうに。,0
じゃあなんかほか、行きたいところとか、見たいところ、えー、食べたいもの。,0
そうですね、やっぱ。,1
ん？,0
プール。,1
プール。,0
プールだと遊ぶかな、テーマパーク。,0
アウトドアじゃないよね。,0
テーマパークかな、プールですね。,0
プールが出てこないな。,0
プール、プールはみんなで行きますか？,0
はい。,1
みんなで、えーと、はとこ、と？,0
と、家族。,1
家族、ご家族。,0
はい。,1
何人で行きますか？,1
えっと、はとこと合わせて。,1
あ、プールあった。,1
８人。,0
８人、８人ですね。,1
プール、一つありましたね、ちょっと見逃してましたけど。,0
えっと、阿蘇熊本空港ホテルエミナース、が、ええっと、流れるプールや、２種類のウォータースライダー。,0
これがウォータースライダーかな。,0
こういうのは好きですか？,0
はい。,1
じゃあ、ええっと、じゃあここも一応候補には入れておきましょうか。,0
はい。,1
はい。,0
じゃあ一応プールってことなので、行く季節って、な、夏かな？,0
夏であってますか？,0
はい。,1
はい、ありがとうございます。,0
えーと、じゃあプールのほかに、あ、これもプール、こういうプールは違うか。,0
はい。,1
遊ぶプールだもんね、遊ぶプール。,0
他も、もうちょっとお調べしてみますか、プールで。,0
こういう牧場、牧場？とかって興味あります？,0
あ、はい。,1
牧場とか。,0
あと一応ここにもプールあります。,0
一応最初の牧場だと、乗馬、馬乗ったことありますか？,0
ないです。,1
馬ない。,0
はい。,1
馬乗って、この写真みたいに、こう、乗れる、乗れるところですね。,0
はい。,1
結構空が広いんで楽しいかなって。,0
興味はありますか、どうでしょう？,0
はい、あります。,1
じゃあ一応ここも、あの、行く候補というか、の一つで、あの、メモだけ残させてもらいます。,0
はい。,1
で、一応この牧場は、あの、お休みないので、あの、いつ行っても大丈夫ですけど、ただ悪天候によって、雨強かったりとか、のときは、えー、お休みだったりしますんで、気を付けてください。,0
で次に、一応これもプール、なんか温泉っぽいな、温泉施設の中のプールとか、こういうのって好きですか？,0
はい。,1
アゼリア21ってとこで、温水プールだね。,0
温水プールって入ったことあります？,0
はい。,1
うん、ああ、あるのか。,0
けっこうあったかいから、夏でも、ね、体冷えないからね、うん。,0
こういうところは好きですか？,0
はい。,1
うん。,0
じゃあ、ここも一応候補の中に、の一つに入れておきます。,0
で、ええっとここは、月曜が休みになってます。,0
それだけ気を付けてください。,0
はい。,1
ほか、あとこういう、なんだろう、山の上とか丘の上とか、どうでしょう？,0
行ってみたい。,1
こういうところの、から見下ろすのも楽しいかな。,0
で、えーと、特に人数制限というか、別に多くても大丈夫なので、ガイドさんがついて、あの、エスコートしてくれるものですね。,0
で、まあただもし、いかれるのであれば、あの、2週間前までに予約しないとだめなので、そこ気を付けてください。,0
こういう、なんか、ね、見下ろすのって、楽しいですよね。,0
はい。,1
楽しい、楽しい、楽しくない、楽しい。,0
楽しい。,1
これが、阿蘇ジオパークガイド協会っていうところになります。,0
でここもお休みは、ないけど、受付自体は、あの、もし土日とかに受付するってなったら、土日は休業してるので、受付できないので、そこは気を付けてください。,0
はい。,1
は気球とか、気球は、気球はどうですか？,0
うん、乗ってみたい。,1
楽しそう、乗ったことは？,0
ないです。,1
ないです。,0
このパラグライダーとかは？,0
ないです。,1
まあじゃあここ行ったら、ね、同時に二つとも出来ちゃう。,0
こういうことはやってみたいと思いますか？,0
はい。,1
ここ、えっと、初めての人でも安心してチャレンジできるって書いてあります。,0
で、えっと、うん、インストラクターさんもついてるので、安全に楽しめるかなって思います。,0
じゃあ、ええっと、これが阿蘇ネイチャーランドっていうところですね。,0
あとは、こういうキャンプとかはどうですか？,0
はい、やってみたいです。,1
うん、じゃあキャンプも、ね、こういうところで、ね、みんなで8人で夏、キャンプ、BBQとか。,0
この写真、一枚目みたいに、景色がね、かなりきれいな場所なので。,0
で、うん、あと帰りとかに、あの温泉とか寄って帰れるので、こういうところは興味ありますか？,0
はい。,0
BBQはやったことありますか、みんなでとか。,1
ないです。,0
ない、うん。,0
こういうところで、BBQやるのも楽しいんじゃないかなって思います。,0
であと、こういう公園とか、公園って言ってもまあ、あのかなり広い公園、こういうところで遊んだこととか、遊んでみたいとかありますか？,0
はい。,1
これちょっと、つり、つり橋というか、橋が高いところにあったりとか。,0
あとログハウスもありますね。,0
ここでもキャンプできる。,0
こういうところは、どう、どうでしょう。,0
行ってみたい。,1
あとあれです、釜戸とか五右衛門風呂とか、五右衛門風呂って知ってますか？,0
いや。,1
あの、ま、ざっくりいうと、あの、なんだろう、釜の中、釜の中、あのドラム缶の中で風呂入るみたいな。,0
うん。,1
まあ囲炉裏とか、ちょっと昔の屋敷風、そういう昔の建物とかって好きだったりしますか？,0
はい。,1
なんかそういうところに泊まれたりとかって興味あります？,0
はい。,1
こういうところ、いいんじゃないですかね。,0
この立神峡里地公園、興味ありますか？,0
はい。,1
じゃあええっとここ、下まで行っちゃったんで、上に戻ります。,0
あとほかに何か、えーっと、まあ今キャンプ場というか公園割と出て、えーと、出てきたんですけど、プールと公園系と、あと何か、川下りとか、やったことありますかこれ？,0
ないです。,1
結構、日本さん、三大急流の一つ。,0
結構怖そうですね。,0
怖い、怖いかも、急流だな。,0
そういうの大丈夫であれば、楽しめるかなって、ど、どうですか。,0
やってみたいです。,1
やってみたい。,0
はい。,1
一緒に行くご家族とか、こういうの大丈夫ですか、川の、川とか、なんか怖かったりとか。,0
大丈夫だと、大丈夫だと思います。,1
うん。,0
で、一応これあの、もし行くのであれば、予約必要なので、予約は事前にしてから行く形でお願いします。,0
で、じゃあ他も、じゃボートじゃなくてもこういうのもね、楽しそうだと、こういうランドアースさん。,0
これはなんだ、キャニオニングなのかな。,0
この救命ボートをつけて、救命ボートじゃない、救命服をつけて、まあこう、紐、腰に紐つけて、あが、下がってくるのかな。,0
っていう、アクティビティっていう遊び、こういうのってやったことありますか？,0
ないです。,1
ない。,0
こういうの、さっきのあのボート、ボートも面白そうだけど、こういうのも面白そうかなって。,0
うん。,1
どうですか？,0
面白そうです。,1
うん。,0
じゃあこういうので遊んだりとかも、まあ一つの候補としてはありかな。,0
で、ええっと、ここも、まあ詳細は問合せってなってるので、もし細かく知りたいときは、ちょっとご自身で問い合わせていただく必要があるので、そこだけお願いします、よろしくお願いします。,0
はい。,1
で、あとはなんだろう、キャンプとか。,0
これは普通のボート、アウトドアかな。,0
なんかほかにやりたいこととかありますか？,0
あ、イルカ、イルカ、イルカ好きですか？,0
はい。,1
イルカウォッチング、うん、野生のイルカが生息するっていうような、天草市、お、オワ町、の沖。,0
これが、ええっと、熊本の天草、のところに、あのイルカが、野生のイルカが生息してて、それ見れるみたいですね。,0
こういうのいいですよね。,0
はい。,1
イルカ、なかなかイルカ見れないですよね。,0
これ行ってみますか？,0
はい。,1
一応これもあの、予約制なのかな、予約、予約したら安くなる、お安くなるっていうものです。,0
はい。,1
でまあ人がいっぱいで入れないと、まああの困るんで、予約したほうが、まあ安いしおすすめかなって思います。,0
で、船に乗るのはええっと、９時から１７時までになってます、夏の間だからですね。,0
でまあ、夏になってからのほうが、あの海が荒れないから、あの、中止になったりしないし、そっちのほうがいいかなって思います。,0
はい。,1
なんかほかには何かあったりしますか？,0
もうないです。,1
今あれですね、食べ物探します？,0
はい。,1
食べ物、食べ物なにか食べたいものとかありますか。,0
なんか、もしあの例えば前そのはとこの家行って、なんか食べた、これがおいしかったとか。,0
ないです、ないです。,1
特にない。,0
なんかなそういう時に何か食べたその熊本の、熊本の料理とか。,0
なにも。,1
食べた、何食べた？,0
いや、忘れちゃいました。,1
忘れちゃった。,0
じゃあそしたら、その時は熊本の料理なのであれば、じゃあもう一回、おいしかった、それって？,0
はい。,1
おいしかった。,0
じゃあもう一回熊本の、その郷土料理、熊本の料理とか調べてみましょうか。,0
まあ一応この写真があるのが、まずこれ和食物語桜子。,0
ええっと、馬刺し、馬の肉、馬の肉食べれますか、食べたことあります？,0
ないです。,1
ない。,0
馬刺しとか、レンコン、一文字のぐるぐるってなんだろう。,0
これかな、ぐるぐる、人ぐるぐる。,0
とか、郷土料理、そのコースが４３２０円でやってますね。,0
こういうのは好きですか？,0
食べれる、食べれる。,0
はい、食べれます。,1
一応他も見てみましょうか。,0
寿司とか、寿司は、お寿司は？,0
好きです。,1
好き。,0
ではお寿司かな。,0
えーと、天草であがる新鮮な海の幸、鯛とかヒラメとか、白身魚お好きですか？,0
はい。,1
うん。,0
白身魚のあの品揃えが豊富なようなので、一応そちら、けっこう、白身魚もし好きならおすすめかあなと思います。,0
あとこれも馬肉料理、あとからしレンコン、ここにも出てきたけど、ひとも、一文字のぐるぐる。,0
一文字のぐるぐるってなんだ、わからないですけど。,0
これも郷土料理みたいですね。,0
ここと、一応時間があれなので、時間がもうちょっとで終わっちゃうので、ええっと、こことさっきのところって、どうでしょう。,0
どちらか興味ありますか、どちらのほうが、お、お寿司と、さっきの、えーと、ここと。,0
お寿司。,1
お寿司、うん。,0
じゃあお寿司のほうですね、りす、ええっと、メモに入れさせてもらいます。,0
はい。,1
じゃあお時間来たので、えー、今日これで、えーと、ご案内のほうは、終了させていただきます。,0
で、一応あの、確認ですけど、はとこと、えっと家族全員含めて８人で、夏に行く。,0
で、えっとプールとか入ったり、あとキャンプとかしたり、あと、こ、公園というかアスレチックで遊んだりとか、川下りとかしたり、えー、イルカ見に行ったり、っていう感じで、えー、一応メモのほう取らしていただきましたんで、なんかえっと気になるのがあれば遠慮悪行ってください。,0
はい。,1
では、本日はありがとうございました。,0
はい。,1
