text,label
こんにちは。,1
よろしくお願いします。,0
では、えっと、今回のご旅行の行先、決まってれば、まず教えて下さい。,0
えっと、長崎県。,1
長崎県、長崎県ですね。,0
長崎県は九州かな、九州の長崎県。,0
はい。,1
何かやることとか決まってますか、行きたい、行き場所とか。,0
いや、決まってないです。,1
決まってない。,0
何、ええっと、何人で行くつもりですか？,0
お母さんと二人で。,1
お母さん、お母さんと二人で、はい。,0
はい、じゃあえっと、なんだろう、お母さんと二人で、お母さん何かしたいとか言ってましたか？,0
いや、とくにはないです。,1
じゃあそしたら、なんだろう、２回目？なが、長崎は、２回目かな、初めて？,0
初めて。,1
初めて、なんか何かあって長崎に行きたいみたいになったの？,0
えっと、なんかちゃんぽん。,1
ちゃんぽん、ああ、ちゃんぽん。,0
がおいしそうだなあと思って。,1
じゃあまずちゃんぽんで調べましょうか。,0
はい。,1
この食べるちゃんぽんだから、麺類かな。,0
ちゃんぽんはないよ。,0
これかな、画面見えてますか？,0
はい。,1
はい。,0
でまず一つ目がじゅん食堂が、この下に説明文載ってるんですけど、えっと庶民派ちゃんぽん、値段も良心的。,0
で写真見る限りだと、なんだろう、何が乗っているんだろう、いか？,0
この白いのいかかなあ。,0
はい、たぶん。,1
いかとタケノコとえび、しいたけ、好き嫌いはある？,0
大丈夫？,0
ま、キノコ類が、苦手。,1
苦手、苦手か。,0
しいたけ食べ、食べられないわけではないのかな？,0
はい。,1
まあそうだね、お母さんにしいたけ食べてもらったら。,0
はい。,1
とか、タケノコもあるけど、あ、タケノコは大丈夫？,0
タケノコは大丈夫です。,1
これおいしそうだね。,0
はい。,1
ちょっと他も見てみる？,0
はい。,1
他も見てみましょう。,0
これは、みらく苑は、も、ちゃんぽんあるね、ちょっと写真がちゃんぽんじゃないけど。,0
ちゃんぽんがある写真のほうがいいかな、写真で見たい？,0
はい。,1
だったらこれかな。,0
なんか写真がぼやけちゃってるな。,0
他のも見てみる？,0
はい。,1
じゃあゆっくりあのスクロールしていくので、気になるところがあれば、どうっでしょう、まあ蕎麦屋さんとかもあるけど。,0
皿うどんかな、これは。,0
これはなんだ。,0
これは普通のそばかな。,0
