text,label
こんにちはー。,1
本日は、ご利用ありがとうございます。,0
はい。,1
えーと今回は―、どういったご旅行とかを、ご希望されていますか？,0
山梨県で、富士山に登りたいです。,1
あっ、富士山でございますね。,0
そうするとー、お人数様とかお決まりですか？,0
あー、3人、で。,1
はい。,0
えっとー、3人というのは、お友達とか何か決まってますか？,0
あー、友達と。,1
はい。,0
ご友人と3名様で―、えー富士山の方へ行ってみたいという事と、あと季節とか決まってますか？,0
あー季節は、春に行きたいです。,1
はい、少々お待ちくださいね。,0
じゃああのー、富士山の方ちょっと、探していきますねー。,0
えーと一応ですね、今、色々出てきてるんですけれども、あのー山中湖とかはいかがでしょうか？,0
あっ。,1
あのーダイヤモンド富士とかが見れるんですけれども。,0
何か今写真で―、あのー富士山の所に太陽が光って、ダイヤモンド富士みたいになっているのとー。,0
あとー、まあ富士山がこう光を浴びているとか、そんな写真が見えてるんですが。,0
えー一応富士ご、富士五湖の最も東にある湖で、面積はえ五湖の中最大と言われておりまして、えーまあ申し上げたようにダイヤモンド富士などが見られますね。,0
絶景スポットなんですが、多いって書かれているんですが、こちらはいかがでしょうか？,0
あっ、じゃあそれで。,1
はい。,0
えーと一応ですね、営業時間が―、えー9時から18時30分で、あの観光協会が、えー開いておりますので、そちらでちょっと行ってみて下さい。,0
えーと一応観光くみ、えー協会は、あのお休みはございませんので。,0
ここで、ちょっとお話を聞いてみて下さい。,0
見学は、自由です。,0
はい。,1
一応、こちら入れときますね、山中湖でございます。,0
では何か―、見たいものとかありますかねえ？,0
富士山に登りたい、という感じですよねー。,0
登っていくとー。,0
これはどうだろうか。,0
あーでもこれは、紅葉スポットになっちゃいますね。,0
一応ー、春という事ですので、ちょっと春のお勧めの所を。,0
あっ、えーとですね、えーフジザクラっていう所、ですね。,0
なしがば、梨ケ原のフジザクラっていう所があるんですが。,0
ここはお花見のスポットなんですがー。,0
いかがですかね？,0
あ、じゃあ。,1
はい。,0
こちらがいいですか？,0
はい。,1
一応細かい事を読みますと、えーフジザクラは正式名称をマメザクラという、となっておりまして、ちょっと小ぶりな花で下を向いて咲いて、えーちょっと乙女が俯いているような姿はとても可憐ということで、えーと山梨県の花に指定されています。,0
えーとそれーの、桜を見ながら後ろには、あの雪を被った富士山の写真が今、見えておりますので、えーとても綺麗だと思います。,0
一応こちら、えーとチェック入れさせていただきますが、営業時間とか閉店日とかはございませんし、料金はかかりませんので、お願いしますー。,0
はい。,1
それからどうしますかね？何か。,0
滝とかもありますし。,0
あとー、えーこれは、新倉山浅間公園ていう公園みたいなのがあるんですけど、いかがですか？,0
あっ、じゃあ。,1
あと、お茶屋さんみたいのもありますけど。,0
あの登山道の中に、あ何か、お茶屋さんがあるんですが、どうですか？,0
はい。,1
じゃあ。,1
お、お茶屋さんか、何かこう浅間公園。,0
どっちがいいかな？,0
公園の方で。,1
はい。,0
えとー、新倉山浅間公園ていう所です。,0
えと一応ですね、えー富士山の展望では、周辺地域で随一を誇る名所、という事になっていて。,0
春には園内のソメイヨシノが咲き、富士山と五重塔で、えーと桜をセットで臨む事が出来る。,0
正に日本の風景という事で、散策もじゆ自由ですし、閉店日とかもございませんので、こちら足を運んでいただければいいと思いますー。,0
はい。,1
一応この辺でー、お昼ご飯とかいかがですか？,0
あっ、じゃあ。,1
ま、この近くでちょっと、お昼ご飯食べられそうな所を探してみますか？,0
はい。,1
はい。,0
少々お待ちくださいねー。,0
はい。,1
一応色々あるんですけれどもー。,0
えーと郷土料理だったりとかー、えーパスタとか食べるお店があったりとかー、あと普通のあのーレストランですね。,0
あの洋食レストランで、お肉とかあるんですけども、いかがですかね。,0
