text,label
本日は、ご利用ありがとうございます。,0
よろしくお願いしますー。,0
あっ、よろしくお願いします。,1
はーい。,0
今回は、どのようなご旅行をごや、あの、ご、ご希望ですか？,0
えっとー、な、な、長野県で。,1
はい。,0
わ、ああああのー、ま、長野選んだ理由は、去年一番行ってみたかって行けなかったのが、何かそのーきのこ、あのー松茸食べ放題っていう催しもののバスに、あ、安いバスがあって、それに乗りたいと思ってたんですけど。,1
はい。,0
コロナが怖くて行けなかったので、それでちょっと最初に思い付きました。,1
あっ、承知しました。,0
長野県に、行きたいという事でございますね。,0
はい、そうです。,1
はい。,0
少々お待ち下さい。,0
長野県で―、あのお食事がメインでよろしいですか？,0
それとも何かご覧になってから、お食事という風な形でよろしいですか？,0
えーと、ぜぜぜ前後に―、何か観光ポイントとかあったら寄って、真ん中にー、真ん中に食事を挟みたいんですけど。,1
承知しました、あの、何か見たいものとかありますかね？,0
あの、自然とか神社とか、あのー何かご希望のものがあれば、お探ししますが。,0
あ、えっとー、松茸が出るのが上田の辺りなんですよね。,1
はい。,0
それでー、な、何とか高原とか、近くにあった、ですけれども、何かそういった所で。,1
ちょっとあのー、植物園であったりとか公園であったりをちょっと、さん、あの探してみますか？,0
ああ、はい。,1
はい。,0
少々お待ち下さい。,0
えーっと、しなののく、こくぶ、シナノノコクブンジシセキアト公園というのが、あるんですけれども。,0
えーと、あ秋を選んだのが、紅葉とか何か、見れ、見れるとこがあるかなって、思ったんですけど。,1
あっ、では紅葉の良く見れる所を探してみますね。,0
少々お待ち下さい。,0
今一つ、出て来ているんですけれども、小諸城址懐古園という所があるんですけれども、いかがでしょうか？,0
え何、何公園ですか？,1
小諸城址、懐古園。,0
ちょっと、聞き取れないんですけど。,1
小諸城址。,0
城址まではいいんで、城址の後が。,1
こ、かい、あ、懐古園です。,0
あ、かい、え、分かりました。,1
あの、な、懐かしく古い、園です。,0
懐古園。,0
あ、分かりました、分かりました。,1
こういう所があるんですけれども、いかがでしょうか？,0
えーと、もう少し何かあのー、や、山のー上とか何か、そちらの方が、も、こ紅葉のシーズン、いいんじゃないかと思うんですけど。,1
少々お待ち下さい。,0
では、あのー、高峰高原というのがあるんですけれども、いかがでしょうか？,0
あっ、高峰高原、一度行った事があるので、いいと思います。,1
はい。,0
高峰高原のどの辺りがいいか、分かりますか？,1
えーと、今ここでは、あのー高峰高原の植物の群生地というのが、出てるんですけれども。,0
秋は紅葉の見所となっておりましてー、玄関口となる車坂峠は、えークロハン山への登山口でもあり、佐久平を一望出来るって風に書いてあるんですけれども、いかがでしょうか？,0
あ、そ、それは興味があります。,1
あっ、ではここへー、ちょっと行くという予定で、チェックを入れときましょうか？,0
はい。,1
はい。,0
少々お待ち下さいませー。,0
ではあの、高峰高原に行きまして―、その後いかが致しましょうか？,0
えっとー、午前か午後にそこに行く事にしてー。,1
はい。,0
どこ行くかな、お昼に…。,1
何か、召し上がるようにしますか？,0
えー、食事をしたいですね。,1
では今、お食事探しますが、あのー何か食べたいものとか、ございますか？,0
いや、あの先ほど言ったように松茸が食べられる、あのーを食べられれば、非常に。,1
ちょっとお待ち下さい。,0
えと、いくつかー、あのー、お店出て来ているんですが、えー、松茸をちょっと検索してみますね。,0
はい。,1
はい。,0
一つ、まああの、松茸という事でヒットしたお店があるんですけれども、えー、四季のあじわい松籟亭っていう所なんですけれども。,0
それ、あれですかね、普通のお店ですかね？,1
それとも山の上にある…。,1
えー、こちらはー、ちょっとこう国道から離れた所、まあ入った所ですね。,0
あの…。,0
山の中ですか？,1
山の中っぽいですけれども、ちょっとあの、地図からだと、よく分からないんですけれども。,0
まあちょっと、山、山の中っていうか、周りには何も無いような所でございます。,0
あっ、そうですか。,1
はい。,0
えーっとです…。,1
いかがでしょうか？,0
えーと、私がイメージしてる山の店と一致してるんならいいんですけども。,1
何かあのー、ちょっと今ここに写真が出ているんですがー。,0
ええ。,1
あの、一軒家のような、ちょっと白壁造りの、あの小さなお店なんですけれども。,0
何人とか、書いてます？店員。,1
人数は書いてないんですけれども、結構あの、一組に一つの土鍋で提供される、ご飯も高火力でふっくら炊き上がり、たまらない美味さ、と書かれていて、秋には名物の松茸料理で賑わう、と書かれているんですけれども、いかがでしょうか？,0
うーん。,1
あのー、先ほど言ったみたいにその、何て言うんですか、山の中にあるとこに行った事があって、中々雰囲気が良かったので。,1
ちょっと見え、あの写真だとちょっと建物がアップになってしまいまして、あのあんまりこう、周りが見えないんですけれども、まあ木々が生い茂っていてー。,0
え、何がですか？,1
あのー、きれ…木ですね、木。,0
あ、き、木が。,1
木が生えてて、あのーそこにポツンと建ってる感じなんですが、ちょっと周りに他に何があるかが分からないんですが、ちょっとこうゆったものでは、いかがですか？,0
あのー、料金いくらぐらいになってます？,1
えー、ちょっとすいません、こちらではあの、料金の記載がございません。,0
あっ、ありました！,0
2万円ぐらいのコースが…。,1
はいっ？,1
お昼であれば、1000円から3000円くらいです。,0
えーとですね、1万5000円から2万円ぐらいのコースは、載ってないですか？,1
えっと夕飯であれば、それくらいの金額なんですけれども、お昼だとちょっと安くなっておりまして、1000円から3000円くらいというの書いてらっしゃいますね、こちらの。,0
あー、そうですか。,1
はい。,0
あ、じゃあ、そのシーズンにならないと、シーズンになれば。,1
そうですね、あのー。,0
し、分からないんですね。,1
そうです、ここにはあの、一応あの松茸で検索させていただいて秋の名物の松茸料理っていう事なので、その頃にはまた値段も違うかもしれないんですが、いかがでしょうか？,0
