text,label
んえーよろしくお願いいたします。,1
お願いいたします。お客様、今日はご旅行のご相談でよろしいでしょうか？,0
はいそうです、はい。,1
かしこまりました、ありがとうございます。お客様、どういったご旅行をなさりたいか、もうなにかお考えでしょうか。,0
えっとー、あのー孫たちが、まだ小さいんですけど、ちょっと遠くに離れてて、そのー1、2年コロナで全然会えなくて、まあ今年の夏ぐらいには、会えるかなーと思って、それでー一緒に、あの旅行したいなと思ってたんですね。,1
ええ、ええ、ええ、ええ、ええ、ええ、ええ、ええ。,0
子供が下の子がすごく、魚とかが好きなんで、水族館に連れて行きたいなーって思ってるんです。,1
ええ。はい。,1
さようでございますか、ではお客様、夏頃お孫様とご旅行で水族館に、行かれたいということでお間違いないでしょうか。,0
ええ、、はい、はい、ええはい。,1
かしこまりました、ではですね、こちらのほうでまずですね、水族館のほうをえー…お調べしていきたいんですけれども。,0
はい。,1
お客様、こちら、水族館、なにか特に見たい。,0
あー。,1
魚の種類とかありますか？,0
なんかおっきい？ジンベエザメっていうの見せてやりたいと思うんですね。,1
えーえー、ジンベエザメでございますね？,0
はい、ジンベエザメ、はい。,1
はい、ではお客様少々お待ちくださいませ。,0
はい、はい。,1
ではお客様。,0
はい。,1
えー…ジンベエザメ。,0
ええ。,1
ではないんですけれども申し訳ございません。,0
たとえばチョウザメ。,0
チョウザメ。,1
ええ。というー同じくですねえ。,0
えーまあ大きな。,0
ええ。,1
さか、あのサメでございますね。,0
はい、ええ。,1
それが見れる所でしたり。,0
うん。,1
あるいはですねえ、こちら他にはですねえ、あ！ジンベエザメをご覧いただける時期が、ちょっとあのー不確定なんですけれども。,0
うん、うんうん。,1
まあ時期によってはご覧いただける場所もあったりですねえ。,0
うーん、うんうん。,1
ええ、あとですね…こちら、そうですねネコザメという。,0
うん。,1
サメでしたり。ええ。,0
はい、ああ。,1
あのーちょっとジンベエザメをご覧いただける所がですねえ。,0
うん。,1
まちょっと、不定期、の形。,0
あ、でもそうですね他にも一箇所、もし石川県でよろしければ。,0
うん、えーえー。,1
ジンベエザメのショーですね。,0
うん。,1
ご覧いただける場所がございますね。,0
あー、あ勘違いかもしれないけど沖縄の。,1
え。ええ。,0
ちゅ、ちゅら…なんだか水族館。,1
ええ、ええ、ええ美ら海。,0
がいるとか言ったけど。,1
あそこを見に連れて行きたいなと思うんですけど。,1
あっさようでございますか。,0
そこがいいって、うん。,1
ええ、ええ、ではですねお客様、えーこちらですね、沖縄美ら海水族館なんですけれども。,0
うん、うん、ええ、ええ、ええ、ええ。,1
こちら確かにジンベエザメであったり。,0
ええ。,1
あとマンタとかですね。,0
うん。,1
そういったお魚もいますので。,0
うんうんうん。,1
こちらあの特に本土でなくて、沖縄のほうでもよろしければ。,0
うん、うんうんうん。,1
