text,label
こんにちは。,1
はい、本日はご利用いただきまして、ありがとうございます。お客様、どのようなご旅行を希望でしょうか？,0
そうですね、ちょっと九州が行ったことが無くて、ちょっと今度卒業旅行みたいな感じで行きたいなって思っているので、ちょっとどういった所が良いかなっていうのをお聞きしたいです。,1
はい、はい、えぇえぇ、はい、はい、はい、あっかしこまりました。はい、お客様卒業旅行となりますと、あのー春頃に行かれるんですかね？,0
そうですね、3月…ぐらいを予定してます。,1
はい。3月くらいで。はい、何名様…の予定ですか？,0
一応3人くらいの予定があります。はい。,1
はい、あっはい、かしこまりました。,0
はい、はい、ただいまお調べいたしまーす。,0
はい、お客様、あのー九州なんですけれども、例えば九州のどのあたりとかそういったご要望はございますか？,0
そうですね、1回も行ったことがないので、福岡はまず行ってみたいっていうのと、あとはまぁ隣接してる長崎であったり、大分であったり、まぁそういった良いかなっていう思いはあります。,1
あっえぇえぇ、えぇ、はい、はい、はい、かしこまりました。はい、そうしますとですね、最初まず福岡なんですけれども、はい、例えば春ぐらいに行かれるようなので、あのー、福岡城跡、はい、別名舞鶴公園という公園がございまして、はい、でこちらがですね、あのー大変桜が綺麗な公園となっております。はい。,0
でこちらそうですね、あのー、えーと福岡市内にございまして、はい、大変あのー行きやすい場所にございます。,0
うーん。,1
はい。で大変、桜が綺麗な場所ですので、はい、せっかくですので。,0
はい。,1
はい、桜を見るのもいいかなあと思います。,0
うん。,1
はい。,0
ありがとうございます。,1
はい、あとそうですね、えーっと、福岡市内で…例えば…何か食べたい物とかそういったご要望はありますか？,0
そうですね、結構有名なのが。,1
えぇ。,0
めんた、明太子とかもつ鍋とか。,1
あーそうですよね。えぇ。,0
特にもつ鍋とかは有名なんですけど、なんか、ゆう、なんかお店とかでオススメとかがあれば、まぁ教えてほしいですね。,1
