text,label
こんにちは。,1
ありがとうございます。えっと、ご旅行はどういった、ご、も、あのー、ものをご希望ですか。,0
えっと、特に場所とかは、ちょっと決まってないんですけど。,1
はい。,0
なんか、とにかくおいしい魚が食べたくて、ヘヘ。,1
はい。,0
お魚ですか。い…。,0
はい。,1
ゆっくりできたらいいなと思ってるんですけど。,1
えっと、何人さまくらいで行かれますか。,0
そうですね。1人でもいいかなと、はい。,1
あ、承知しました。,0
では、あの、お一人で、お魚が食べられる場所。,0
うん。,1
季節とかは特にないですか。,0
そうね、お魚がおいしければ。ハッハ。,1
アハハハ、承知しました。では、しょ、ちょっと探してみますね。,0
えっとー、ちょっといくつか出てきてるんですけれども、あのー、カキとかカニとかあるんですけれども、特に、あのー。,0
嫌いなものとかってありますか。食べられないとか。,0
そうですね、カニはいらないかな、に。,1
ウフフ。,0
カキは食べたいですね。,1
あ、カキがあるんですけれども、カキは、あのー、ちょっと北海道のほうで、えー、召し上がることができるんですが。,0
うん。,1
あのー。,0
なんか北海道のカキ、特に、あのー、すごいおいしそうなんですけど、あのー、プリプリで大きめのカキが1個432円でた…。,0
ふーん。,1
生でも焼きでも楽しめるって書いてあるんですけれども。,0
ふーん。,1
あのー、カキの他にもいろいろ旬の食材を使ったおいしいメニューがそろっているのでって書いてあるので。,0
うん。,1
まあ、これは、あのー、カキの時期を狙っていけば、まあ、あのー、いつでも他の食材も食べられると思うんですけれども。,0
うん。,1
いかがですか。,0
焼きガキとか生ガキとか、いかがですか。,0
そうですね。カキ以外もあるんですよね？。,1
そうですね。サンマとかも。ま、9月から10月はサンマと書かれているんですけれども。,0
うんうん。,1
あのー、ま。,0
サンマもいいですね、うん。,1
カキの時期がちょっとあれなんですけど。,0
カキ…でも、冬ですよね。,1
ふーん。,1
ま、でも、冬ならいろいろまた、冬の魚があると思うんですけれども。,0
うん。,1
どうでしょうかね。,0
うん、ちょっと…。,1
違うほうがいいですか。,0
このカキは北海道で取れたカキなんですか。,1
そうですね。あのー、アシ、アシキシ、アシキシ港、漁港直送って書いてるので。,0
へえー。,1
あの、近くで取れたものですね。,0
ふーん。あ、いいですね。,1
うん。,0
温泉がありますか。フッ。,1
えっとー、少々お待ちください。,0
と、近くの温泉でよろしいですか。,0
はい。,1
はい。,0
えっとー、近くですと、すすきのの天然温泉とか。,0
ふーん。,1
ございます。あと、北のたまゆら桑園っていうところとか。あと、ま、温泉は、たくさ、テイザンケイの温泉、湯の花っていうところもあります。,0
ふーん。,1
いろいろなところがあって、あのー、わ、和風な温泉がいいのか、洋風な温泉がいいのかとかで。,0
うんうんうん。,1
いうので選べると思うんですけども、すごい日帰り。,0
それって、あ、すいません、その辺りで、例えば温泉によって泉質が違うとか、なんか効能が違うとかなんか、あるんで…。,1
あー、効能のほうが書かれてないですね。,0
ふーん。,1
美肌効果があるとは書いて、あ。,0
うん。,1
