text,label
こんにちは。,1
1日よろしくお願いします。,0
よろしくお願いします。,1
えーと、お客様、この度は、えーと、ご旅行のご相談ということで、お間違いないでしょうか？,0
はい。,1
はい、かしこまり,0
本日はお問い合わせいただきありがとうございます。,0
よろしくお願いします。,0
よろしくお願いしまーす。,1
はい、えーと、この度はご旅行のご相談ということで、お間違いないでしょうか？,0
あ、はい。,1
はい。,0
かしこまりました。,0
では、えっとー、場所はどの辺に行きたいとかってー、もう決まって、いらっしゃいますか？,0
とー、四国地方のほうに、こう、行ってみたいなーと思ってるんですけどー。,1
はい、四国ですね、かしこまりました。少々お待ちください。,0
ちなみに季節とかー、えーと、どういった方と行くとかってー、もう決まってらっしゃいますか？,0
あ、えとー、もうすぐ春休みなんでー、その春休みになったら両親と行こうかなっと思ってるんですけど。,1
なるほどなるほど、春休みにご両親とー。,0
はい。,1
はい。,0
かしこまりました。,0
はい、なんか,0
えーと、四国で、なんか、どういったところを見てみたいとか、何をしてみたいみたいなのって、ございますか？,0
四国ってー、なんか温泉とかってありますか？,1
あ、温泉ですね。,0
じゃ、ちょっと四国の温泉について、ちょっとあの、調べてみますんで、少々お待ちください。,0
はい、えーと,0
そうで、こちらでご案内できる温泉がいくつか、ございましてー,0
なんか、えー、どういった雰囲気の温泉がいいとか,0
なんかご要望とかってあります？なんか、ちょっと古風なところがいいとか。,0
あ、そうですね、ちょっと、古風…ふる、古めのって言うのも変ですけど。,1
古めの、ふふ。,0
うふふ,1
なんか、ちょっとこう,0
なんか歴史を感じるような…感じの所ですかね？,0
あ、そうですね、そういう感じのところが、いいです。,1
あ、はい。ちょっと探してみるので、少々お待ちください。,0
んー,0
はい、えー、お待たせいたしました。,0
えーと、ま、いくつかございまして、例えばですね、えーと、こちらが、と,0
ま、しゅく、あっと、これ中国地方だ、すいません、少々お待ちください。,0
はい、えーとですねー,0
はい,0
と、ちょっとあんまり古風な感じのところが、ないかもしれないんですけど,0
例えばですね、えーと、香川県、の琴平っていう場所にー、えー、讃岐路野天風呂、え、湯屋、琴弾廻廊という場所がございましてー,0
はい。,1
えと、こちらが夕日の美しい観音寺、に建つ日帰り温泉施設、となっておりまして,0
えー、ま、さざ波の音を聞きながら入浴できる6種類の露天風呂、がご、えーと、あるとのことですね。,0
で、なんかこちら、温泉入りながらー、瀬戸内海の眺めとかも、見れるような,0
いいですね。,1
感じになってまして。はい、なんかちょっと、かなり綺麗な感じの,0
温泉施設となってましてー。,0
はい、こういうところとか、いかがですかね？,0
あ、いいです。香川県でしたっけ？,1
そうですね。こ、今は、の、は、香川県、ですね、はい。,0
他の県のも調べてみますか？,0
あ、でも香川県ならちょうど、ちょっと、おうどん食べたいなって思っていたので、いいなーと思って。,1
じゃ、温泉、とりあえずこちらーひとつ、ま、行くところのリストに加えるという感じで大丈夫ですか？,0
あ、よろしくお願いします。,1
はい。,0
はい。,0
であと1日、えー、ご旅行されるということですので、例えばもう一個温泉まわってみるとかー,0
それか、ま、全然違うなんか,0
ま、例えば自然スポットだったりとかー、他になんか行きたい場所だったりとかってー、あったりしますか？,0
私、歴史系のところ、見るのが結構好きなんでー。,1
あー、なるほど。,0
なんか四国とかだとー、あれですよね、土佐藩とかなんか。,1
はいはいはい。,0
高知とかなんでー、なんかそういうところ一箇所ぐらい見れたらなーと思うんですけどー。,1
あ、なるほど。,0
ちょっと史跡系でちょっと検索してみますね。,0
少々お待ちください。,0
はい、えーとですね、はい、えーとー、いくつか候補が見つかりました。,0
えーと、例えば香川県、ですとー、掬月亭ってご存知でしょうか？,0
あ、知らないです。,1
こちらが,0
えーと、歴代藩主が大茶屋と並んで愛した、まー、け、えーと、建物、になってまして,0
こちら、えーと、小島が浮かぶ、湖の向こうに偃月橋、を、えー、望みながら、えっと抹茶に、た、よ、抹茶とかを飲んだりすることもできる,0
あー,1
ような感じになってますね。,0
あと他には、例えば,0
えーと,0
当然あとま、お城ですね、高松城跡とか、もございますね。,0
こちら、えーっと、もうちょっと,0
高松城ってと、どこに…どこでしたっけ？,1
高松城ってゆうと、どこでしたっけ？,1
あ、高松城、こちらは、えーと、香川県、の高松市、ですね。,0
こちら、もうちょっとご説明、えー、しましょうか？,0
あ、お願いします。,1
はい。,0
えーと、香川県,0
高松市の高松城ですね。えーと、こちらが、えーと、桃山時代から江戸時代にかけて、えー、松平家11代の藩主が居城とした、えー、高松城跡に設備された、あ、整備された公園となっております。,0
えー、三方の堀に海水を引き入れ、城の守りと水運を兼ねた、えー、全国でも珍しい水城となっております。,0
で、えーとー,0
月見櫓や艮櫓などの重要文化財などもございましてー,0
そうですね、結構、重要文化財に指定されてる,0
えー、ものが結構いくつか、この中に、で見れるような感じになってますね。,0
こちらとかいかがでしょうか？,0
あ、すごいお城好きなんで、いいと思います。,1
それは良かったですー。,0
一応、こちら、そうですね、えーと、閉店日とかもなくて、無休でいつでも入れるような感じになっているみたいなのでー,0
一応、営業時間、ご案内させて頂きますと、正門の方が日の出から、えー、日没にかけて。で、東の門の方が、えー、朝7時から18時まで。でこち…となっておりますね。,0
で、一応、入園料が大人200円となっております。,0
今それって中は公園みたいになってるんですか？,1
そうですね、公園みたいになって、その中にー、あのー、お城だったりとかー、そのー、櫓だったりが、こう、いくつかあるような,0
あー、残ってる感じ。,1
残ってる感じになってますね。,0
あ、すごい良いと思います、ありがとうございます。,1
あ、いえいえ、良かったです。,0
じゃ、こちらも、一応、なんか、行く場所のリストの方に、入れておきますか？,0
あ、お願いします。,1
はい、かしこまりました。,0
はい。,0
であと、今のところ温泉に、えーと、行かれてー,0
はい。,1
で、またお城、えー、高松城を観光されるということでー,0
はい。,1
結構、ご飯とか、お腹とか空いてくると思うんですけどー,0
やっぱ香川県ですと、先ほどうどんが食べたいって、ってましたよね。,0
なんか、うどんのお店とかお調べいたしましょうか？,0
あ、お願いします。,1
はーい。,0
では、えーとー、、うどんで調べますので、少々お待ちください。,0
はい、お待たせいたしましたー。,0
一応、えーとー、結構やっぱり、香川県ですので、うどんのお店、かなりたくさん出てきておりましてー、いくつかご紹介いたしましょうか？,0
あ、お願いします。,1
はい、かしこまりました。,0
えーと、ではまず最初に、えーとー、ご紹介させて頂くのが、えー、讃岐手打うどん、こころというお店がございます。,0
こちらも、えーと、同じく高松市内に、えーと、あるお店のようですね。,0
で、こちらが釜上げの熱々うどんと、氷で冷やす、えー、冷やすざるうどんが同時に味わえる、えー、氷釜上うどんが看板メニューのお店となっております。,0
えーと、柚子の風味を効かせた、えーと、あったかい、うどん、冷たいうどんの出汁もポイントとなってます。,0
え、こちら、ランチタイムは、かけうどんを150円とゆう,0
かなり安い、感じで、はい。,0
あ、安いです、ふふ、ふ。,1
いただけるようですね、はい。,0
で麺は、えーと、4日間かけて、えーと、麺を、うどんの麺を、えーと、打っており、天然、し、の塩や使い、コシ、つやともに絶品となっております。,0
こちらの店とかいかがでしょうか？,0
あ、いいと思います。,1
高松市内なら、行きやすいですし、なんとなく、お城見た前後とかで。,1
うん、そうですよね。,0
じゃ、こちらもじゃあ、えーとー,0
あ、一応、こ、ちょっと気をつ、気をつけていただきたいのが、閉店日が日曜日となってるんですが、大丈夫でしょうか？,0
あまあ、春休み中なんで、多分平日に行くと思います。,1
そうですよね。,0
はい。,0
一応、こちらじゃあ、営業時間も申し上げ致しますと、えー、あと、午前の11時から午後の2時半まで。,0
え、夜、一応こちら夜もやってまして、17時から22時まで、夜営業もやってますね。,0
一応なんか、コース予約なんかもできる、ので、もしかしたら予約とかされてー、行った方が、ま、確実なのかなとゆう、気がしますね。,0
もしよろしければ、お電話番号など、お伝えいたしましょうか？,0
あ、お願いします。,1
あ、はい。,0
あ、すいません、ちょっとメモ用意してもいいです？,1
あ、大丈夫です。,1
はい。,0
えーと、では、えー、お電話番号お伝えいたします。,0
えー、ゼロハチナナ,0
はい。,1
ハチサンヨン,0
はい。,1
ゼロゴーニーナナ、となっております。,0
はい。,1
分かりました。,1
一応、もう何件か、ご紹介いたしましょうか？,0
あ、お願いします。,1
はい。,0
なるべく近い方がいいですよね。,0
んーと,0
えーと、ではもう一個、えー、ご紹介させて頂くのが、えー、松下製麺所とゆうお店がございます。,0
こちらも高松市内に、えー、ございましてー,0
あ、こちらお昼のみの営業ですね。,0
朝7時から、お昼の2時半までの営業となってま,0
こちらも閉店日が日曜日ですね。,0
で、こちらは、えっと、細めてツルリとした口触りの良い麺に、えー、鰹と昆布でとった、上品な薄味の出汁が程よく絡む、えー、お味となっております。,0
でまあ、天かすなどもー、えーと、ご自分でトッピングできるような、スタイルとなっているようです。,0
でこちら、中華麺も製造していて、中華麺にうどん出汁をかけて食べる、とゆうなんか、中華そばを一緒に食べるミックスっていう、なんかメニューも、あるみたいです。,0
こう、そうですね、なんか結構、うどんは割とさらっと食べれるので、いくつかまわってみるとかも、いいかもしれないですね。,0
そうですよねー。,1
一応、なんか、もう少々、ご紹介いたしましょうか？,0
あ、でもなんか、今度夕飯とかのほうをどうしよっかなと思って。,1
少々お待ちください。,0
なんか夕飯…夕飯を,1
はい。,1
最初の、最初に申し上げたのと、二つ目申し上げたのでしたら、どっちがよろしいですかね？,0
あでも,1
時間、営業時間のほうが、たぶん二つ目の方が、結構長かった、お昼の時間帯って長かったですよね？,1
あー、そうですね。朝からやってるんで、もう、朝ごはんとして食べることもできるかと思いますね。,0
あーまあ、ちょっと気になるのは、二つ目の方が、ま、行きやすいのかなと思ってー。,1
そうですねー、中華そばをミックスするというのも、ちょっとかなり…,0
ハハハ、面白いですよね、ハハ。,1
じゃ、ちょっと、こちら、松下製麺所という場所,0
こちら、一応ピックアップさせていただきますね。,0
お願いしまーす。,1
じゃ、えっと、続いての、えー、お夕食ということですがー,0
はい。,1
えと、夜はどんなものが食べたいとかってご希望はございますか？,0
どんなもの？,1
両親もせっかくいるので、ちょっと、なんか、豪華な…豪華なっていうのあれですけど、ものが食べたいかなと思うんですけどー。,1
なるほどなるほど。,0
豪華なもの。なんか和食がいいとか、洋食の方がいいとかってございますか？,0
あでも、お昼が和食だったので、夜は洋食で食べてみたいかな、はい。,1
はい、かしこまりました。,0
少々お待ちくださいね。,0
洋食、やっぱちょっとこう、豪勢な感じのお店、の方がよろしいですね。,0
お願いします。,1
ではお調べいたしますので、少々お待ちください。,0
え,0
はい、お待たせいたしました。,0
えーと,0
二つほど、ご紹介させていただきたいお店があるんですが、こちら順番に、えーと、ご紹介させていただいてもよろしいでしょうか？,0
はい、お願いしまーす。,1
はい。,0
でえっと、まず一つ目が、えーと、カンティーナというお店になっております。,0
こちらも、えーと、香川県高松市内のお店となっていまして,0
えーと、店内は古い倉庫を改装した、えーと、造りとなっております。,0
で洋食にフレンチの要素をプラスした料理が揃っておりまして,0
えーと、人気とな、人気商品が、えーと、オリーブ牛のグリル、パエリアと、えー、新鮮なさぬき野菜を使用したメニューとなっております。,0
で、こちらがデザートやカフェドリンク、にアルコールなども豊富ですので、もしお酒とか飲まれるのでしたら、こちらもかなり、いいんじゃないかなと思います。,0
あとー、、結構海沿いに、えーと、建物が面していましてー,0
はい。,1
えーと、ちょっとー、写真とかお見せできないんですが、こう、なんか、綺麗な景色を見ながら、えーもう、夕食を楽しむということができるかと思います。,0
はい。,0
もう一店、ひとつ、えーと、ご紹介したい、した、させていただきたい、え、レストランがあるんですが、こちらも紹介させて頂いてよろしいでしょうか？,0
あ、お願いします。,0
はい。,0
えー、もうひとつが、えっと、JRホテルクレメント高松、レストラン、ふ、えー、レストランフィオーレとゆう、えーと、ホテルの中のレストランとなっております。,0
こちらがえーと、ま、優雅な、えーと、食事を楽しめまして,0
えー、瀬戸内海のサンセットを眺めながら、えー、贅沢にディナーを楽しめるとゆう、のが売りのお店となっております。,0
、えー、内容は瀬戸ないの、えあ、瀬戸内の食材を活かしながら細部までこだわった、えー、かなり綺麗な感じのコース料理を、いただけるレストランとなっております。,0
こちら、えっと、ビルの上にありますので、結構えーと、高松市の夜景なども、楽しめれるような感じとなっております。,0
はい、今ご紹介した二つですとー、どちらがよろしいですかね？,0
あでも、結構夜景、夜景が好きなんでー,1
夜景ですか、はーい。,0
えへへ、なので、すごい惹かれちゃいました、に、2個目の方に。,1
はい。,0
じゃあえっと、こちら、二つ目のー、えーと、レストランフィオーレの方をご紹介させて頂いてもよろしいでしょうか？,0
お願いします。,1
ではこちら、リストに加えさせていただきます。,0
はい、では一応こちら、営業時間なども、えー、ご紹介させて頂きますね。,0
と、こちら夜が17時から21時半となっております。,0
で、閉店日が、えー、月曜日。祝日振替休日は営業となっております。,0
こちらも一応、ま、ちょっと高級目なレストランとなってますのでー、なんかお電話番号とか、お伝えさせていただいて、お客様の方で、よろしければご予約取って頂いた方が確実かと思いますが。,0
お願いします。,1
はい、では、電話番号、申し上げさせていただきます。,0
よろしいでしょうか？,0
はい。,1
はい。,0
えー、ではえー、ゼロハチナナ,0
はい。,1
で、ハチイチイチ,0
はい。,1
え、イチイチロクサン、となっております。,0
はい、分かりました。,1
で一応こちら、アクセスがですね、JR高松駅から徒歩1分の場所にございます。,0
