text,label
こんにちは。,1
本日はご利用いただきまして、ありがとうございます。,0
お客様、どのようなご旅行をお考えでしょうか？,0
はい。そうですね、えっと、友人と3人でー、えっと、私と私以外の友人2人の3人で、3人組で。,1
はい。はい。はい。,0
えーっと、中国地方を春に旅したいと思ってるんですけど、えっと、鳥取砂丘を訪れてみたくて。,1
はい。はい。鳥取砂丘でございますね。はい。,0
はい。それは決めてるんですけど、あのーそれ以外は特にあのー細かいちょっとその、詳細が決まってないので一緒に。,1
はい。はい。はい。はい。,0
あのー決めていきたいと思います。よろしくお願いします。,1
あ、よろしくお願いいたします。かしこまりました。それではですね、あのー中国地方の、鳥取県でお調べいたしますので、少々お待ちください。,0
はい。はい。,1
まずあのー、鳥取砂丘について詳しく、もっと詳しくお調べし、した方がよろしいですかね。,0
あ、そうですね。あのーあまりちょっとそのー詳しくあの、下調べができていないのでー。,1
はい。はい。,0
はい。あのー鳥取砂丘についても、あのーいい情報あれば教えていただきたいです。,1
あ、はい。かしこまりました。ただいまです、あ、出てきましたね。お客様あのー、画面今、6番の鳥取砂丘はご覧になられており、おりますか？,0
あ、はい。あのー見えております。,1
はい。こちら今あの詳しい情報お調べいたしますので、少々お待ちください。,0
はい。あ、はい。,1
はい。えーとまず地図が出てきまして。,0
はい。,1
はい。でこちらあの、説明書きがですね、あのーえーと、歩いて回ることもできるんですけれども、ここにあのエキゾチックなラクダ遊覧と書いてあります。,0
はい。はい。,1
はい。あのなかなかあのーラクダに乗ることはあの、ないと思われますので、あのーもしよろしければ、あのこちらであの、ラクダを乗っていただいて。はい。,0
あの、楽しんでいただくこともできます。,0
いいですね。あの、ラクダ乗りたいんですけど。,1
ええ、ええ。はい。,0
あの、料金がいくらかとか分かりますでしょうか。,1
そうですよね。ええ、今あのーご覧になられてますかね。一応こちらの情報でですね、そのラクダに乗る料金が載ってないんですね。,0
はい。はい。そうですね。,1
ええ、ええ。なので、あのー大変申し訳ないんですけれども、ちょっとこちらの、あのところにまああのー連絡してみていただいて。,0
はい、あの確認されるのがよいかと思います。,0
はい。はい。分かりました。,1
はい。それではまず、一つここを候補として、はい、抑えておきます。はい。,0
はい。,1
はい。あと近くにですね、あのーこういった7番の鳥取砂丘情報館とか、はい。あのービジターセンターですね。,0
はい。こちらもありますけれども。はい。見てみますか？,0
はい。あ、はい。見てみたいです。,1
はい。はい。少々お待ちください。,0
