text,label
お客様、今日はご旅行のご相談でよろしいでしょうか。,0
はい、そうでーす。,1
ありがとうございます。ではどちらへご旅行なさるかはもうお決まりでしょうか。,0
えっとー、北海道を予定してまーす。,1
北海道でございますね。かしこまりました。,0
ではお客様、北海道へ、何名様でご旅行でしょうか。,0
あっ、4名となりますー。,1
はい。4名様でございますね。かしこまりました。,0
ではいつ頃ご旅行なさいますか。,0
えっとー、夏を予定してまーす。,1
夏でございますねー。かしこまりました。,0
それではですねー。お客様、こちら、画面をご覧いただけますか。,0
あっ、はい。,1
北海道、まず一番、上、ご覧下さいませ。こちら、青く反転させております場所、,0
こちらですね。見つかったスポット2000以上ございます。,0
はいっ。,1
ですので、お客様、この中から、何か絞っていくような形になりますけれども、,0
はい。,1
どういったものをご覧になりたいとか、あとですね、こちら、画面左手、ご覧くださいませ。,0
はい。,1
北海道の中でも、例えば札幌であったりー、小樽、千歳、函館、旭川、帯広、釧路、知床、稚内、ニセコ、洞爺、富良野と、色んなところがございます。,0
この中ですと、どちらかご希望とかございますか。,0
えっとー、そうですねー。,1
たぶん、夏じゃないとかなりー、,1
嫌だなって思う、,1
はい。あー左様でございますか。,0
スーッ、あのー、フッ。,1
スッ、あのー。,1
ええ、ええ、ええ。,0
一番北のところに行ってみたいですねー。,1
あっいいですね。そうしますと、この稚内。利尻、礼文、留萌でよろしいですか。,0
そうですねー、はい。,1
かしこまりました。,0
はい。では、一番北の方で、何をなさりたいかご希望ございますか。,0
えーっと、やっぱ稚内で、スーッ。,1
そうですね、景色を見たいなあ、って思います。はい。,1
あっ。左様でございますか。ではですねー。こちらもう、稚内限定になさいますか。それとも例えば利尻とか礼文になってもよろしいですか。,0
あー、大丈夫です、はい。,1
そうですか。例えばですね。では景色、お客様こちら、いかがでしょう。3番ご覧いただけますか。,0
はい。,1
クッチャロ湖とございますね。,0
はい。,1
えっ、こちら例えば、まあこれは、白鳥ですかね。,0
ふんふんふん。,1
すいません。が泳いでいる湖であったりー、あるいはこちら、画面一番右手の写真ですね。,0
広大な緑の中に、湖があるような、感じになっておりましてー、,0
こちらどうでしょう。お客様のイメージにはあっておりますか。,0
そうー、ですねー。,1
はい、良さそうです。,1
はい。,1
良さそうですか。,0
あるいはほかの写真も見てみますかー。,0
そうーですねー、見たいですねー。,1
ではえー、4番も、同じクッチャロ湖で、こちらちょっと同じなのでー、,0
はい。,1
5番、6番。,0
ふんふん。,1
こちら5番は温泉施設ですねー。ちょっと自然という感じではございません。はい。,0
自然の場所にちょっと絞ってみた方がいいですかね。,0
そうですね。お願いします。,1
はい、かしこまりました。,0
こちらジャンルの方ですね、見る、と、自然に、絞らしていただきます。,0
はい。,1
そうしますと、2番、こちら、メグマ沼とございます。,0
ンッフッフッ。,1
こちらどういう場所か、ご説明ございますのでー、ご覧ください。,0
こちら稚内市街から宗谷岬に向かう、国道沿いにございまして、,0
5月中旬から7月下旬にですね、ハマナスとか、エゾカンゾウ、そういった、お花が、約200種類、原野に、咲くような場所でございますね。,0
それがこの、メグマ沼といいます。,0
フンッ、ンッ。,1
あるいは、その次ですね。宗谷岬もございますね。,0
こちらまさに、一番北の場所、であることを指す、日本最北端の地の、地となっておりますね。,0
あるいはその下、宗谷丘陵、とございますね。,0
こちらが、はい。,0
説明、ございます通りー、宗谷岬の背後に、ある場所でして、,0
氷河時代に形成された、地形なんですね。,0
その丘陵が広がっている、ということで、北海道遺産にも認定されております。,0
ンフッ。,1
で、その場所には、宗谷牛が、のんびり草を食んでいるようで、ま、落ち着いた雰囲気を楽しむことはできるかなーという風に思いますねー。,0
こちらの写真でございます。,0
さらにその次がですね。,0
5番、ノシャップ岬でございますね。,0
こちら夕日が大変綺麗な、場所となっておりましてー、,0
お客様こちらとかどうですか。,0
そうー、ですねー。うーん。,1
ここまで見た中でどちらかご希望ございましたら、もう一度戻って、ええ。,0
そうですねー。も、上の方、いっ、ち2番の方に戻ってもらっ、て、,1
ええ、はい。,0
えーっと。スーッ、やっぱりクッ、チャロ湖が一番、,1
ええ。,0
しっ、くりは来ましたね。,1
あっ、左様でございますか。,0
はい。,1
ではクッチャロ湖、ま、場所がどの辺になるかというとですね、,0
こちら、地図ご覧いただけますか。,0
はい。,1
おー、お、おー。,1
こちら北海道の稚内が、ここの一番、てっぺんのところなんですけれども、,0
ふんふん。,1
そこから、オホーツク海沿いの方に行った場所に、クッチャロ湖がございますね。,0
こちらご覧ください。,0
ラムサール条約にも登録されている、湖、で白鳥が羽休めのために来るという、ことだそうです。,0
おおーおー、良いですねー。,1
こちら結構よろしいですか。,0
はい、良いと思います。,1
ありがとうございます。,0
ではこちらへご旅行なさいますか。,0
はい。,1
はい。ではクッチャロ湖をリストに入れさせていただきます。,0
はーい。,1
はい。,0
それでは他に何か、ご希望はございますか。,0
あっ、すいません。ピンポイントなんですけど宗谷岬へは行きたいです、スッフフッ。,1
あっ、はい。かしこまりました。,0
ふっふっ。,1
宗谷岬の方見てみましょう。,0
はい。,1
こちらー、でございますねー。お間違えないでしょうか。,0
あっ、はーい。そうでーす。,1
はい。,0
えっ、こちら説明の方も、もしよろしければご覧ください。,0
こちら北緯45度、31分22秒の場所、が、北海道の最北端ということでー、,0
サハリンも、望む、と、ことが出来る場所でございます。,0
そうそうそう。,1
で、これがですねー。,0
岬が北極星を、モチーフとしている場所でしてー、,0
ふんふん。,1
はい。,0
中央には、Ｎの形をした、文字がございます。,0
でこちらもしよろしければですねー。,0
マップの方、まさに、やはり、海を望むことが出来る、,0
感じですよねー。,0
はい。,1
で、こちら、この向かい、真上に、このサハリンがあるということで、はい。もし天気が良ければ、ご覧いただけるかと思います。,0
ンフッ。,1
こちら、お客様のご希望にあっておりますか。,0
合ってまーす。,1
ありがとうございます。ではこの宗谷岬もリストに加えておきましょうか。,0
はい、お願い致しまーす。,1
ありがとうございます。,0
もしよろしければ、クッチャロ湖も、このマップの方で、リアルにどういう感じか、見てみますか。,0
はい、お願いしまーす。,1
お客様こちら、ちょっとアップしてみますねー。,0
こういう感じのところですね。,0
この湖の周りも、完全に緑、一色になっておりましてー、はい。,0
で、もうその横はすぐに、オホーツク海が、あるような場所でございますね。,0
良いですねー。,1
スーッ。,1
はい。なんかー、ここに行くとー、もう綺麗な空気しか、ないんじゃないのかっていうぐらい、素敵そうなところですよね。,0
そうですねー。,1
ええ。,0
良いと思いまーす。,1
ありがとうございます。,0
ではこのクッチャロ湖とー、宗谷岬ー、,0
うーん。,1
今、えー行き場所として決まっておりますけれどもー、,0
はい。,1
お客様他に、お食事とか大丈夫ですか。,0
あっ、食事ー…、オススメのスポットを、紹介して頂きたいでーす。,1
ありがとうございます。ではこちら大ジャンルの方、食べる、にしまして、,0
15件ほどお店ございますね。,0
まず一つ目、,0
こちら、ソフトクリーム、こけもものソフトクリームだそうです。,0
ふんふんふんっ。,1
お客様、お店の雰囲気、こちらの左の写真のようになるんですけれどもー、,0
こういうお店～、がご希望～、ですか。,0
いや、あのー、ソフトクリームも、食べたいと言えば食べたいんですけれど、,1
ま、しっかりとしたー、,1
ええ。,0
お昼ご飯は食べたいなと思ってまーす。,1
なるほど。,0
では、しっかりとしたお店でしたらー、この3番、の、寿し処へそまがり、ちょっとこちら写真無いんですけれどもー。,0
4番のなら鮨。,0
ふんふん。,1
5番、お客様ご覧ください。,0
おー、おっほっほっほっほっほっほっ。,1
ザ、北海道という感じーですね。,0
素晴らしいー。,1
素晴らしいですか。,0
6番、こちらは、どうでしょう。なんかちょっとー、カニのー、,0
うーん。,1
像みたいなの、ありますね,0
はいはいはいはい。,1
7番写真なし。8番もちょっと本格的ですねー。こちら、お寿司屋さんのカウンターになっております。,0
ふんふんふんふん。,1
ご家族でのご旅行、4名様、だったかと思うん…。,0
そうですね、はい。,1
ご家族でー、まあこの寿司屋ー、という感じー、ではないですか、いかがですか。,0
いやー、良いー、とは思います。,1
ええ、ええ。,0
もう少し、写真上の方、ご覧になりますかね。,0
こういう4番のような寿司屋もあるんですね。,0
なら鮨、って、すいません、どういうものなのか、ちょっと気になります。,1
はい。ではこちら、詳細の方ご覧に入れますねー。,0
はい。,1
はい。こちらご覧ください。,0
稚内の魚介を寿司や丼ぶりで堪能できるお店でー、,0
ふうん。,1
名物は、タラバガニ、ボタンエビ、ホタテ、ホッキ、いくら、うに、,0
ふんふんふん。,1
そういったものが乗った、ジャンボ生ちらし、もあるようですね。,0
スーッ、これはあれですかねー。,1
一皿が、す、こういう、3000円と書いてるからー、,1
ええ、ええ。こちらですね。,0
スーッ。,1
それをみんなで分けるって感じですかね、きっと。,1
そうーですよね。おそらくー。,0
そのー、大食いの店とかではないと思うので、一人一皿みたいなですね、そういうの、ちょっときついーですよねー。,0
うーん。,1
ええー。,0
あのこちらー、まあ、刺身と丼ぶりが一度に味わえるよう考えられたユニークな一品ということでー、ま、それでジャンボとついておりますので、まさかあの一人で、,0
あっはっはっはっは。,1
あのー、例えばあのー、そうですね、お客様、あのー、たまにですねー、タラバガニとボタン海老乗ってるだけで3000円するようなものもあるかと思うんですけど、,0
ああ、ああ、ああ、ああ。そうですね。,1
そうじゃなくてー、ジャンボって書いている所を見るとですねー、,0
