text,label
こんにちは、よろしくお願いしまーす。,1
よろしくお願い致します。,0
今日は、ご旅行のご相談でよろしいですか。,0
はい。,1
はい。ありがとうございます。,0
ではお客様、行先はもう、お決まりでしょうか。,0
えっとですねー。,1
はい。,0
行先ー、は東京なんですけどー、,1
東京でございますねー。,0
はい。ではまずこちら、東京で、,0
絞って、みますねー。,0
はい。,1
はい。ではこちらいつー、ご旅行に、なりますか。,0
えっとですねー。再来週の週末なんですけどー…。,1
え、では時期としましてはー、こちら、いつ頃、春夏秋冬でいうと、再来週、冬ですか？,0
は、春先、ですね。,1
春先ー、でございますね。かしこまりました。,0
ではですね、何名様での、ご旅行でしょうか。,0
えーと、二人になります。,1
お二人様でございますね。,0
かしこまりました。,0
はい、ではですね、東京でのご旅行でー、えー、時期が春先、2名様ということで承りますー。,0
はい。では東京で、どういったことを致しましょうか。,0
そうですねー…。フフッ。女二人でー、スーッ、ちょっと、ちょっとしたセレブな、週末を過ごしたいなと思ってるんですけど,1
あー、なるほどー。,0
はい。,1
ではですねー、こちらー、例えば屋内でゆっくりするようなー、ご旅行が良いかー、,0
うーん。,1
あるいはー、ショッピング三昧。,0
とかー、こう、なんていうんでしょう。銀座の、高級、ショッピング街で、買物とかですねー、ええ、,0
ああ、ああ、ああー…。ショッピングはちょっと疲れそうなんでー、,1
ええ、ええ、ええ。,0
出来ればホテルで…、ス、スパが…、ついてたりとか、プールがあったりとかー？,1
ええ、ええ、ええ。なるほど。とても素敵な…。,0
うん－。そういうほうが良いんですけどー…。,1
滞在ですよねー。,0
はいー。,1
ではですね、こちらちょっと今、スパと調べてみましょうか。,0
はい。,1
はい。お待ちくださいませ。,0
スパと調べたらちょっとスパゲティ関連の方で、これ違いますよねー。,0
ふっはっはっはっ。スパ違いです。,1
ええ、スパ違いですよねー。申し訳ございません。こちらちょっと見るで絞ってみますねー。,0
あっ、はーい。,1
見る。あっ、見るよりも、遊ぶの方が良いですかね。,0
少々お待ち下さいませ。,0
こちら例えばー、エステ、ボディケア、マッサージ系のお店、いくつか並んでおりますねー。,0
あー。でき…、たらですね、ホテルに、ついてる所ってあるじゃないですか。,1
ええ、ええ、ええ。ええ、ええ、ええ、ええ、ええ。ではちょっと…。,0
そういう方が…、良いんだけど。,1
かしこまりました。では少々、お待ちくださいませ。,0
はい。,1
カラオケ…、ンフッ。,1
ちょっと今カラオケって出ましたねー。これホテルで絞りますとー、ちょっとこちらですね、どうしても、スーッ。えー…。お食事系が出てきますので。,0
あー…。,1
例えばー、今、ご覧頂けますでしょうか。お客様。,0
はいー。,1
