text,label
こんにちは。,1
本日はご利用いただきましてありがとうございます。お客様、どのようなご旅行をお考えでしょうか？,0
沖縄旅行に行きたいと考えていてー、暑くなるまえの春ぐらいに彼氏と2人で、えーと、沖縄旅行をしたいなと思ってます。,1
はい、はい、はい、はい。,0
かしこまりました、沖縄県と、えーと2名様ですね、はい、ただいまお調べいたしますのでお待ちくださーい。,0
はい、お待たせいたしました、はい、えーとですね、沖縄県で季節は春とい、春で絞って、あの、検索しましたところ、はい、13件出てまいりましたので、はい、こちら上から見てまいりますので、はい。,0
うーん、気になったところありましたら、教えてください。,0
はい。,1
桜が綺麗です。,1
そうですねー、こちら見てみましょうか。,0
はい。,1
八重岳ですねー、はい。,0
はい、こちらそうですね、あのー、約七千ま、七千本の桜の木が立ち並び、はーい、日本一早い桜まつりとなっておりましてー、お客様春頃と言いますと、四月とかにな、なりますかね。,0
そうですね、ちょっと終わっちゃうのか。,1
そうですね、あ、そうですね、おそらく、一月から二月の上旬にかけてとなっておりますのでー、たぶん四月くらいですとー、ちょっと終わってしまってる可能性が高いかなと思いますね、はーい、といったところもございます。,0
すいません、一部ちょっと写真がないのでちょっとイメージつきづらいんですけれどもー。,0
見てみますか？,0
はい。,1
リリーフィールドの公園。,0
あ、こちらはそうですね、えーと、あ、こちら開花時期が四月下旬から五月上旬ですので、こちらまさに見頃だと思いますね、こと、こちらのお花。,0
うん、うーん、うーん。,1
綺麗ですね、白いお花で。,0
綺麗ですね、一面のって。,1
そうですね、こちらもしよろしければ、はーい、候補の一つとして、はーい、よろしいかなと思いまーす。,0
と、そうですねー。,0
こういった公園もございますね、はーい。,0
、うふふ。,1
あ、はい、ゴーヤですかね、ねえ、少々お待ちください。,0
はい。,1
はい。,0
はい。,0
はい、そうですね、はい、こちらは那覇市内のお土産ストリート国際通りのほど近くにある人気スムージー専門店でございます。,0
んー、んー。,1
約25種類あるのでー、はーい、あ、いろいろ効果効能があるんですね。,0
こちらも、はーい、なかなか本場のスムージーがあってよろしいかなあと思います。,0
いいですね。,1
ねー、こちら火曜日がお休みとなっておりまして、はい、夜八時までとなっておりますねー。,0
はい。,0
で、ページ数2ページになってますので、はーい。,0
綺麗。,1
はい、こちら沖縄のちょっとあれですね、島ですね。,0
あー。,1
沖縄本島ですものね。,0
そうですね。,1
ねー、はーい、ではほかに、えーと、何か絞るところでちょっと今、ちょっとま、お待ちください。,0
はい。,1
こちら、はい、えー。,0
すね、そうしますとですね、例えばなんですけれどもー、ここでいろいろ絞ることができるんですねー。,0
うーん。,1
はーい、なにかご興味がある項目はございますか？,0
遊ぶでなんかのなんかアクティビティ的な。,1
、はい、あー、はい。,0
かしこまりました、例えば、そうですね、こちらの公園はどうでしょうかね。,0
あ、はい、こちらそうですね、海水浴場となっておりますね。,0
何かアクティビティがよろしいですかね？,0
そうですね、なんかシュノーケルとか、ダイビングとかなんか、魚を見る系のとかあれば。,1
あ、そうです、はーい、かしこまりました、少々お待ちください。,0
そうしますと、こちら、あ、春だからなんだ、これですね、はい。,0
ふーん。,1
はい、お待たせいたしました、例えばなんですけれども、この2番のですね、シーワールド。,0
ふんふん。,1
はい、こちらですと、例えば、そうですね、ジェットボートやホエールウォッチング、パラセーリング、うーん。,0
こういうやつか、へー。,1
はーい、こういったのもございますけれどもー、ご興味ございますか？,0
はい。,1
はーい、かしこまりました、じゃあこちらも候補の一つとしてあげますねー。,0
はい。,1
あと、こういった体験もございますけど、3番の。,0
こちらの、うーん、ご興味ございますか？,0
はい。,1
ナガンヌ島と言いましてー、こちらが、はい、あ、はい、こちらがですね、那覇、那覇から専用クルーザー乗っていただいて、慶良間諸島にある小さな島でございますねー。,0
はい、で、こちらですね、シュノーケリングやマリンスポーツを楽しめます、はーい。,0
海を眺めながらバーベキューもできますしー、はーい、なかなか楽しいところでございますね、ご興味ございますか？,0
はい。,1
かしこまりました、はい、で、こちら、あのー、えーとですね、あのー、料金が3200円から5800円ほどとなっておりまして、はーい、よろしいですかね？,0
はい。,1
かしこまりました、はい、あとそうですね、こういった体験とかもございますけど。,0
ふーん。,1
5番の、すごいですね。,0
あえるんですね。,1
すごい、クラブ、。,0
はい、そうですね、那覇に拠点を置くマリンスポーツクラブ。,0
ふーん。,1
ウミガメウォッチングツアーやホエールウォッチング。,0
ふーん。,1
はい、動物と触れ合えます、はい、こちらも、はーい、面白そうでございますねー。,0
はーい、あとこういったサイクリング、うーん。,0
ふふ、ワンちゃんかわいいな。,1
かわいいですね、面白いですね。,0
これ、ビーチですねー。,0
ふーん。,1
何かご興味ありましたら、はーい、言ってくださーい。,0
はーい。,1
あと何か見てみたいですとか、食べてみたいですとかー、はーい、ご興味ありますか？,0
そうですね、沖縄のフルーツ、パイナップルとか、なんか、食べ物。,1
はい、かしこまりましたー。,0
はい、お待たせいたしました、こちら、いちば、一番の画像確認できますか？,0
はい。,1
はい、こちらがですね、はい、えーとー、あ、たぶんおそらくですね、こちらはお店屋さんになってましてー、パイナップルを使用したジャム、ドレッシング。,0
ドレッシング。,1
うーん、ねえ、パイナップル、パイナップルのドレッシングってことですかねー、ねー。,0
フルーティな感じ。,1
あ、でも、、あのー、お店がパインってなってます、パイナップル専門店なんでしょうね。,0
あ、本当だ、ふーん。,1
はーい、まあこういったお店も面白いですね、たぶんここで食べれると思いますよ、あの、試食というか、ええー。,0
では、こちらももしよろしければ、はーい、立ち寄っていただくのも楽しいかと思いまーす。,0
はーい。,1
はーい、ですねー。,0
すね、あとなにか沖縄で食べたいものとかございますか？,0
ソーキそば、お肉がのってる。,1
あ、はい、かしこまりましたー。,0
はい、こういう感じですかね。,0
はい。,1
はい、えーと、2番のかつ亭豊年というお店でございましてー、はい、はい、こちらもですね、先ほどの、あのー、えーと、那覇市内のお店となっておりましてー、はーい、あのー、沖縄の家庭料理が味わえるゴーヤチャンプルーですとかー、あとお客様言ってましたソーキそばですね、はい、ありまして、はい、こちらがよろしいかと思いますけれども、はい、ご興味ございますか？,0
はい。,1
かしこまりました、はい、あとですね、こちらの10時半から夜8時までとなっておりますので、はーい、夜遅くまでやっておりますね。,0
はい。,1
はい。,0
あとほかにもですね、いろいろ、こういったお店がございますけれどもー、ちょっと定食みたいになってますねー。,0
うーん。,1
はーい。,0
写真見ても何かよくわかんないの結構ありますね、ふふふ。,1
あー、ですよねー、何か気になってる、これ、例えばこれですかね。,0
はーい、なんか左から3番目とかも何がのってるんだろう。,1
あー、これですよねー、はい、ただいまおし、あのー、見てみましょうか、少々お待ちください。,0
これは、そう、あ、ポーク卵かしら、これ、ここ、ポーク卵。,0
黒っぽいですよね。,0
そうですね。,1
ねー。,0
オムレツみたいな感じ。,1
んー、ですよねー、はーい、面白いですね。,0
うーん。,1
沖縄の名物料理なんですかねー。,0
うーん。,1
はーい、こちらもじゃあ、ちょっと候補の一つとして、はーい。,0
で、こちらそうですね、あのー、沖縄家庭料理のお店となっておりますので、はーい、気軽に入れる感じのお店でございまーす。,0
こちら朝8時15分から夜、夜中のぜ、えー、0時までやっておりますので、はーい、朝から晩までやっておりますねー。,0
うーん。,1
お腹いっぱいだ。,1
そうですね、大変ボリュームがある感じの、はーい、あと他に何か食べてみたいですとか、買いたいものですとか、そういったご要望はございますか？,0
あ、市場とかでー、なんか、なんだろう、海ブドウとか、なんか沖縄のお土産とか買えたらいいなと。,1
はい、はい、かしこまりましたー。,0
はい、お調べしましたところ、例えばこの1番、こちらの那覇市第一牧志公設市場、はい、こちらご案内いたします。,0
はい、こちらがですね、あのー、本当市場といった感じで、あのなんか写真がすごいですね、トロピカルなお魚、カラフルですねー。,0
