text,label
こんにちはー。,1
本日はご利用ありがとうございます。,0
よろしくお願いしまーす。,1
よろしくお願いいたします。えーと、今回のご旅行はどちらの方面をご希望ですか？,0
えっと広島県に行きたいなと思ってるんですけれども。,1
はい。えーと、ご人数様は何人ぐらいでご予定ですか？,0
えと、全部で5人です。,1
はい、5人様。えーと、ご家族とかご友人とか決まってますか？なんか…。,0
あ、そ…そうですね。あのー、家族で、あの、5人です。,1
あ、はい。えっと、ごりょ、あのー、お父さんお母さんと子供達みたいな感じでよろしいでしょうか？,0
あ、えーと、そうですね。あの、私たち家族4人と、あと子供が2人なんですけども。,1
はい。,0
あとあの、ちょっと、少し高齢の祖母1人で5人です。,1
あ、はい。,0
はい、えーっと、季節とかは何かご希望はございますか？,0
あ、そうですね、あの、夏で考えてるんですけれども。,1
はい。,0
夏の広島ということで。えー、何かこう、やってみたいとか行ってみたいとかいう場所はございますか？,0
そうですね、あの、ば、あの、広いと思うんですけど、あの尾道ってところに行ってみたくって。,1
はい。,0
はい。,1
少々、ま、いま、広い、おの、広島の尾道のほう、ちょっと探してみますので。,0
はーい。,1
尾道だと、この辺かな。,0
ちょ…。,0
えーとー、なに、尾道ではどんなことをされたいですか？,0
あ、そうですね、あの、ちょっと何があるのかもよく分からないんですけど、あの、散歩したり、景色を見たり。ま、あの、美味しいものとかも食べれたらって思ってるんですけど。,1
一応じゃ始めに、えーと、何か観光をしながらという風にしてみましょうか？,0
はーい。,1
じゃ、ちょっと探してみますね。,0
はい。お願いしまーす。,1
と…。,0
えっと、尾道ですと、いろいろあるんですけれども、あの、福山の方とか、尾道とか、いし、まあ一緒のもので、出てきてしまうんですけれども。,0
あー。,1
あの、ポンポン岩と言われる岩とか。あとは、艮神社とか、かいふ、海福寺とか、持光寺とか、まあ、お寺が多いんですけれども。,0
あ、そうなんですか。,1
なんかお寺巡りみたいになっちゃうんですが。あの、何かこう、もうちょっと、子供さんが楽しめそうなものの方がよろしいですかね？こう…。,0
あー。,1
神社とかよりは、あの、もうちょっとこう、公園みたいなところの方がよろしいでしょうか？,0
あ、そうですね、あのでも、子供といっても、もう大学生と中学生なので。,1
あっ。そうですか。,0
はい、あのー、大人しくついて来てくれると思うんですけれども。,1
自然だったりとか寺社仏閣だったりとか、まあ、史跡とか色々あるんですけれども。,0
はーい。,1
あのー、なにか、ご、ご興味のあるものありますか？美術館、博物館もございます。,0
あ、そうですか。あのー、あの、イメージが、海が近いってイメージがあるんですけども。,1
はーい。,0
これは、合ってますかね？,1
えーとー。,0
少々お待ちください。そうですね、あのー、海ですと、海でしたら、あのー、千光寺のロ、千光寺山にロープウェイっていうのがあるんですけれども。,0
あー。,1
こちら、尾道の福山の方なんですけれども。,0
あ、そうなんですか。,1
ええ。そちらはいかがですか？,0
あ、あのー、いいですね、あの、私が、あの、海がちょっと見たいなーと思ったりして。,1
ロープウェイから海を見るみたいな感じなんですけれども。あの、やっぱり坂があるみたいなので、こう、山に登って行くみたいな感じなんですけれども。,0
あ、そうですか。,1
あのー、ロープウェイの上は、あの、何て言うんですかね、こう、上から海を見下ろす感じなんですけれども。,0
あー、いいですね。,1
はい、あのー、千光寺公園という公園がありまして、あの、そこから、あのー、ロープウェイに乗りまして、あのー、ま、高台から、こう、高いところから、あのー、海を眺めるっていう形なんですが、いかがでしょう？,0
あ、あーあの、良さそうですね。ただあの、祖母がちょっと足が少しゆっくりなのでー。,1
はい。,0
はい。大丈夫ですかね？,1
少々お待ちください。,0
