text,label
本日はご利用頂きましてありがとうございます。,0
お客様ー、どのーなご、ご旅行をお考えでしょうかー？,0
あー、広島県で、観光ー。,1
はい。,0
はい、かしこまりました。お客様、何名様のご予定でございますかー？,0
家族四人。,1
ご家族様四名様ですね。,0
少々お待ちください。,0
お客様ー、いつ頃行かれる予定でございますかー？,0
あー、秋ー。,1
秋頃ですねー。,0
少々お待ちください。,0
お客様ー、あのー広島県でー、どこに行きたいですとかー、何かしてみたい、見てみたい、もしくは食べてみたいとかー、そういったご要望はございますかー？,0
厳島神社を見てみたい。,1
はい、かしこまりましたー。今お調べ致しますので少々お待ちください。,0
大変お待たせ致しました。,0
お客様ー、今画面でー、あのー六番のー厳島神社…とー書かれているんですけれどもー、見えますかー？,0
はい。,1
はい。,0
こちら今ーあのー出てきましてー、あのー一緒にご確認して頂きたいんですけれどもー、よろしいですかー？,0
はい。,1
はい、じゃちょっとお待ちくださーい。,0
はい、今ですねー、地図、地図と説明文が出てきましてー、えーとここに書かれてあるようにー、あのー、えーと厳島神社ですね、あのー安芸の宮島と申しましてー、あのー有名な、所でございますー。,0
で、こちらーなんですけれどもー、あのー、えーと拝観料大人三百円となってまして、あのーホウムツカン、との共通券は五百円となっておりますー。,0
えーとー、お客様ご興味ございますーよね、こちらはー。,0
はい。,1
はい。,0
そしたらあのーこちらちょっと候補地としてー挙げておきますねー。,0
あとこのー、こちらの宮島なんですけれどもー、あのー、えーとですね、桟橋ーがございましてー、あのーこのみや、あ、えーとですね、この宮島口桟橋と私が今、こちら、線を引いたんですけれどもー、ここからー、あのー船に乗ってー、約十分間船に乗りましてー、あのー着くんですね。あのえく、厳島神社ですね。,0
あのお客様、船酔いとかは大丈夫ですか？,0
はい、大丈夫です。,1
かしこまりました。それでは問題なくーあの大丈夫かと思うの、思いますー。,0
ではこちらあのー候補に挙げておきますねー。,0
あとーこのー、えーとー、安芸の宮島、いつくしじ、いく、厳島神社を観光しましてー、あとーそうですね、何かー他にー見てみたいものですとかー、あのー何か食べてみたいものとかー、そういったご希望はございますかー？,0
あー、レモンを使った料理とかをー。,1
はい、かしこまりましたー。今お調べ致しますので少々お待ちください。,0
大変お待たせ致しました。今こちらでー、あのー調べしましたところー、あのー画像見えてますか？,0
はい。,1
はい。,0
こちらあの今、あのー、色々と出て、あ、すごいですね、例えば四番のー、こちら、お鍋の中にー、レモンが入ってーいるのー、ご覧になれます？,0
はい。,1
こういう、あ、そうですね、五番とかもーございますねー。お客様の方でー、ちょっと見てみたいお店ってありますか？,0
四番、五番、あ、三番もありますね、はーい。,0
四番見てみますかー？四番のお店をー。,0
はい。,1
はい。,0
少々お待ちください。お食事処ちどりさんですねー。少々お待ちくださーい。,0
はい。,0
今あの画面開いておりましてー、地図が出ておりますー。であの説明書きもございましてー、そうですねー。,0
日本最大級のレモンと蛸ー、蛸が味わえるお店でございますー。,0
お客様蛸はー、召し上がれますかー？,0
はい。,1
はい、でこちらあのー、新鮮な蛸をー、ご飯に炊き込んだー、蛸めし、が有名でございましてー、あとーそうですね。あのー、レモン、レモンスカッシュ、あと大人様ですとー、レモン、レモンのチューハイ、とかお酒とかもございます。,0
であのー、こちらあのー、ん、あのー、レモンの他にもですね、あの蛸のお刺身ですとかー、あのー、瀬戸内海の、海産物もー、あの召し上がりで、なりま、なれますのでー、あのー、おすすめしたいですねー。,0
あと他にもーせっかくですのでー、他にもーお店ー、ありますのでー、あの一応見てみますかー？,0
はい。,1
はい。,0
例えばこのー五番のーお食事処わか葉さん、ですね。,0
こちらちょっと見てみますねー。,0
はい。,0
こーちーらーはーですね、穴子ー、穴子とか蛸の、天丼が有名でございますー。,0
お客様あの穴子とかはお好きですか？,0
はい。,1
はい、でこちら穴子ー、蛸の天丼が大変有名で、あとー、テレビ番組でもご紹介されましたー、元祖レモン鍋、あでもお客様あれでしたっけ、いつ頃ー出発ーの予定と仰ってましたっけ？,0
あー、秋ー。,1
あっ、秋でしたよね。こちらー、えーとそうですね、秋ですとー、ちょっと九月十月ぐらいになりますかねー？,0
はい。,1
あっ、そういたしますとー、こちらちょっと十一月下旬からー、三月下旬までのー、期間限定ーみたいなのでー、ちょっとこちらはー、あのやめた方がいいですかねー。,0
はい。,1
ねー、そうですねー。,0
そうしましたらちょっと、こちらではない所をちょっと今お探しいたしますねー。少々お待ちください。,0
そうしますとー、例えばなんですけれどもー、あのー、この三番の、山乃家本店さん。,0
ちょっと今調べてみますね。,0
山乃家本店さんで。,0
はい。,0
こちらがですね、えーとー、なま、えーと見えておりますかー？,0
はい。,1
はい。,0
はい、生麵をー、茹で上げてー、えーとー、甘く煮た椎茸ー、あと卵をトッピングー、あとまたレモンうどん、レモンうどんというのがございましてー、あのーやはり広島県ですとー瀬戸内海のレモンが有名ですのでー、こちらのーレモンを使ったー、レモンうどんが大変有名でございます。,0
こちらーご興味ーございますかー？,0
はい。,1
かしこまりました。じゃこちらも、一つ押さえておきますね。,0
でこちらがでーすねー、あの営業時間がー、あの十一時から十七時までとなっておりますので、あのー、お昼に召しあがるという感じになりますね。,0
よろしいですか？もし行かれるのであれば。,0
はい。,1
かしこまりました。,0
あとお客様、あのー、レモンの他にー、えーと何かー、食べてみたいお店とかございますかー？,0
牡蠣ーを使ったー、店と。,1
かしこまりましたー。少々お待ちくださーい。,0
お客様すいません、あのー先ほどのレモンのお店なんですけれどもー、あのー、おしょく、このー、今見えてますかね、四番のお食事処ちどりさんとー、このー、山乃家本店さん、どちらが、どちらかとい、いきますとどちらがご希望とかあります？,0
山乃家本店ー。,1
あっ、こちらでよろしいですかー？,0
はい。,1
はい、かしこまりました。,0
じゃこちらお昼に食べられる感じでー、であのー牡蠣はお夕飯という感じになりますかね？,0
はい。,1
かしこまりました。じゃ今牡蠣で、牡蠣を食べれるお店をお探し致しますー。少々お待ちください。,0
お待たせ致しましたー。,0
えーとー、一番のー、すいしんひろー、酔心広島駅ビル店、というお店がございましてー、一番なんですけれども、こちらー見れ、見えておりますかー？,0
はい。,1
はい。,0
えーとー、こちらのお店なんですけれどもー、今ちょっとお調べ致しますので少々お待ちください。,0
はい、えーと、こちらのーお写真の二枚目にもございます。,0
牡蠣フライがございますねー。,0
