text,label
はい、そうです。,1
ありがとうございます。どのような行き先か、もう考えにはなられておりますか？,0
あー、場所は特に決まっていないですね。,1
ええ。,0
まぁざっくりと、どこかなんか綺麗な海とか見えるようなところがいいなとは、考えてるんですけど。,1
なるほど。では海でございますね。,1
あっ、はい。,0
ありがとうございます。,1
では海ですと、まぁあの非常にたくさんあるんですけども。,0
ああ、そうですね。,1
例えば、あのー夏頃にビーチ歩いてみるとか、あるいは冬に荒々しい日本海を見たいとか、そういったご希望はございますか？,0
あーうーん、まぁ。,1
まぁそういうビーチとかの方がいいですね。,1
そうですね。もしよろしければ、ビーチをお楽しみになるのであれば、,0
はい。,1
やっぱり夏に行くのが一番よいかと思うんですけれどもいかがでしょうか？,0
そうですね。多分まぁ夏ぐらいがいいかなと思います。,1
ありがとうございます。では夏にビーチにご旅行に行かれるということでよろしいでしょうか？,0
あっ、はい。じゃあそ。,1
ありがとうございます。では地域なんですけれども。,0
はい。,1
あの、ビーチ、日本全国いろんな所にございまして。,0
そうですね。,1
そうですね。お客様、どういったところに行ってみたいとか、ありますかね？,0
うーん。,1
もちろん北はあの北海道にもございますし。,0
南は沖縄まで、お客様が行ってみたい所、どこでもご案内できます。,0
うーんとー。,1
ええ。,0
まぁビーチですと、なんかあっ、,1
んーあったかめの感じのところがいいなと思います。まぁ夏なんでどこも暑いとは思うんですけど。,1
ええ、ええ。ええ。ええー。,0
ある程度南とか西とかそこらへんのあったかいイメージがあるようなところが。,1
いいなっていう。,1
そうですよね。ではお客様、もしよろしければ、九州とか沖縄でお調べしてもいいですか？,0
はい、おねがいします。,1
ありがとうございます。,0
で、どうでしょう。九州と沖縄でも。,0
はい。,1
九州でも結構やっぱり場所違いますよね。,0
ああそうですね。,1
暑さが。で、九州と沖縄どっちがいいとかってございますか？,0
んーじゃあ沖縄でお願いします。,1
沖縄でございますね。,0
はい。,1
ありがとうございます。,0
沖縄のビーチで、特にこういう条件が揃ったところがいいとか、そういったご希望いかがでしょうか？,0
ん－と。,1
例えばあの沖縄のその那覇市内がいいとかもっと離れたところがいいとか、まぁ静かな感じのですね。,0
あ、そこまで人が多すぎないところがいいかなと思います。,1
ええ。なるほど。ではですね、那覇は避ける形で。,0
はい。,1
例えば、本島の北部の方はいかがでしょうか？,0
あー、じゃあおねがいします。,1
ええ。こちらでではお調べしてみますね。,0
はい。,1
例えばですね、私どもの方でご案内できる場所20箇所以上ございまして。,0
はい。,1
で、お客様こちら、本島の。,0
はい。,1
こちら、ビーチ21世紀の森ビーチというところであったり、あるいはちょっと離れた島とかもございますけれども、お客様、どちらがいいとかございますか？,0
島ってことは、なんか船かなんかで行く感じですかね？そこまでは。,1
はい。そうですね。こちらあの、実は。,0
はい。,1
本島の北部の方にある島となっておりまして。,0
はい。,1
橋で繋がっているんですね。,0
あー。,1
ええ。ですので、島なんだけれども、特に行くのが大変とかっていうことはないです。,0
あ、なるほど。,1
ええ。,0
うーん。,1
こちら確かにあのちょっと面白そうですよね。島というと。,0
そうですね。,1
ええ。今あの私どもの方で,0
はい。,1
こちら、ご案内できる情報によりますとですね。,0
はい。,1
あの渡り鳥もきたりするらしいんですね。,0
はぁ。,1
で、こちら鳥獣保護区となっておりまして。,0
はい。,1
エコツアーとかもお楽しみできるような自然豊かな場所です。,0
あー。,1
で、その滝を、ええ。,0
あ、じゃあそういうとこに行ってみたいなと思います。,1
よろしいですか？,0
はい。,1
ではこちら名前がですね、屋我地島といいます。,0
やがじしま。,1
はい。えーやーがーじーじーま、ですね。,0
やがじ、じま。,1
はい。こちら、漢字すごく複雑でして。,0
はい。,1
やが、部屋の屋ですね。,0
はい。,1
で、がが、我。我々の我。,0
はい。我。,1
ええ、じが、地面の地、まぁ地ですね。で、これで屋我地。,0
やがじ、しま。,0
はい。,1
