text,label
お願いしまーす。,1
では今回の、えーご旅行ですね。行き先など決まっていれば教えていただいてもよろしいでしょうか。,0
行き先は決まってないです。,1
何か、他に決まってることなどありますか？,0
うーんと、写真を、こう、撮りたいです。いろんな、こう綺麗な写真を。,1
うん、あ、じゃあなんか、写真のスポットみたいの。,0
はい。,1
綺麗な、景色が綺麗なとことか。,0
はい。,1
fどっちかって言ったらどういう写真撮ることが多いですか？なんか人の写真とか。,0
あ、建物とか。やっぱり自然の、海とか空とか木とかの写真を撮ります。そういう写真が撮りたいです。,1
fとりあえず、ま、見る、自然で出てきたポプラ並木と銀杏並木、札幌っすね。ポプラ並木は？えーと、300mに約70、ん？300mに計72本のポプラがまっすぐ伸びており、北海道大学のシンボルともなっている。80m程散策が可能、ってなってますね。ちなみに。,0
うーん、やっぱりあのー、はい、あ、建物とかの方でいいですか？,1
建物、建物、建物か。建物だと、これは違いますよね？ロープウェイだから。,0
ちょっと、うーん。,1
これは違う。建物か。こういうことじゃないですもんね。,0
うん。,1
建物だと、どこだろうな。f建物、札幌市時計台、あとJRタワー展望室、これ違うか。こういう古い建物とかお好きですか？,0
あ、好きですね。,1
清華亭っていうところなんですけど。f明治4年に作られた札幌初の公園。なんだ？かい、偕楽園？の中に、えーと、なんて読むんだろう、接待所として、えー、あ、明治13年に建てられた和洋折衷の建築物、みたいですね。結構趣のある感じの、うん、佇まい。,0
なんか雰囲気がいい。,1
うん、そうですね。で、見学も、時間は決まってますけど、ま、いつでも行けるっぽいので、割といいんじゃないかなって。,0
少しじゃあ、候補に。,1
はい、じゃあこちらも候補に入れておきますね。そしたら他も見てみましょう。クラーク、これさっきのとこですね、農場。なんか例えばその、なんだろな、高い建物がいいとか、あったりします？,0
うーん。,1
さっきの、なんか趣ある感じがいいとか、極端ですけど例えばビルがいいとか。,0
いや、ビルよりも、やっぱ趣のあるようなそういう、感じのやつの方が、いいですね。,1
趣ある感じ、どこだろうな。あ、でもこれとか、なんかちょっとふる、古め？古めな感じですけど、この白っぽいのとかも、中島公園。,0
広いのか。,1
はい、ん？,0
ひ、あ、なんか、色々ありそう。,1
そうですね、なんか結構、ぱっと見は広そう、広そうな感じ。豊平館、八窓庵とか歴史的建築物も保存されてる、もしかしたらわかんないですけどこれが、そうなのかな？ちょっとわかんないですけど。,0
うん。,1
あ、出てきた、これが八窓庵、重要文化財。これが？豊平館、この2つとも一応国の重要文化財みたいですね。割と、もしかしたら写真で見るより近くで見た方が趣あるかもしんないですね。,0
なんか、周りの風景とかも綺麗なんで、少しここも。,1
そうですよね、じゃここも入れときますか。結構割と。,0
はい。,1
秋頃、公園、公園で考えたら秋ごろ行ったらすごいいいかもしれないですね。写真とかだと、春、春とか秋なのかな。,0
うーん。,1
これが仮に桜だとしたら春頃撮ったら結構綺麗に映えるのかなって、公園だと、もしかすると秋の方が綺麗かもしんないですけど。じゃ一応、これも候補に入れて次、探してみましょうか。,0
はい。,1
次が、建物だと、なんだろうこれ、北海道開拓の村、これはなんだろう、村全体なのかな。,0
あー。,1
えーと、馬車鉄道とか、ああ、明治大正時代の北海道各地の建物を移築した施設みたいですね。,0
なんか、色々撮れそう。,1
そうですね、写真だけだと、今載ってるやつだけ見ると一部だとは思うんですけど、もしかしたら他にも、この旧、旧武岡商店、旧有島家住宅とか、もしかしたらそういったところも、いい雰囲気かもしれないですね。,0
ちょっとここ、すごい行きたいですね。,1
じゃあ一応、この北海道開拓の村っていうのも、リストに、追加、候補として追加の方しておきます。どうします、もうちょっと、もうひたすら写真。,0
うーん、なんか。,1
撮れそうなとこを。,0
こう、博物館っぽいところの方が、なんか面白いかもしれない、博物館とか美術館。,1
じゃあ、美術館博物館で、見てみると？どうなんだろう、なんか、内観は載ってるけど、外観は。これ北海道大学植物園か、これとか、まあちょっと飛ばして行きますけど。ん？これさっき出てきた気がしますね。,0
はい。,1
あ、ビール博物館とか。,0
わあ、なんか、すごい、建物。,1
うん、ビール博物館だと、えーと、まあ館内も見学自由っぽいので、まあ例えば行く季節によりますけど、夏暑かったら館内入って涼んでから出るっていうのも手かなって。今のとこ、どうですかね、博物館系だと特にはまだパッとしねぇですかね。,0
うーん、なんか、うーん、あまり。,1
あまり、うーん、あ、これは？結構良さげな気がするんですけど。,0
札幌市資料館。,1
札幌市資料館、ちょっとぱっと見。,0
なんか、中もすごい、うん。,1
趣ある感じ、まあもともと、あれですね、控訴院として、札幌控訴院、現札幌高等裁判所として使われてた、建物、みたいですね、うん、ここ割と。,0
ここも。,1
うん、なんか、内装撮っても面白いかなって。一応じゃあここも入れときましょうか。,0
はい。,1
はい。あとは近代美術館、近代美術とかは好きですか？,0
ちょっと気になります。でも美術館、写真が、撮れるのかな。,1
多分撮れないですね。,0
ですよね、中は。でも見るのも楽しそう。,1
ま、見るのも、もし、ま美術館で、写真とか貼られてるんですかね？美術だからないか。,0
うーん。,1
でも幅広い分野って書いてあるんで、もしかしたらあるのかも。,0
ちょっと見るのも楽しいかもしれない。,1
うん、まちょっと写真とは別で、別でまあ考えても、ちょっと休憩所ぐらいの感じで、考えてもいいかもしんないですね。,0
はい。,1
じゃあそしたら、えーと、結構博物館とかでも、色々出てはきますけど、どうですか。,0
あー芸術の森。,1
芸術の森？芸術、あ、これですね、札幌芸術の森。,0
はい。,1
これ気になりますか？,0
ちょっと、気になります、多分外にも色々ある感じですよね。,1
そうですね、おそらくこれ外にも色々、飾ってあるというか、展示されてて、どうなんだろうな、主に外なのかな、えーっと、あ、野外美術館。室内も、室外もあんのかな、おそらくこれ室内も室外もあると思います。普通の札幌芸術の森美術館と、あと工房とかがあったり、あと野外美術館、あと文豪、有島武郎旧邸、とか。有島武郎、ご存知であれば。,0
うーん、あんまわかんないんですけど、でも、面白そうなんでちょっと気になります。,1
じゃあここも入れときましょうか。,0
建物よりも、こういうものの方が面白いかもしれない。,1
ああ、美術館行って、美術館？こういったところ行って、写真撮るみたいなことすかね。,0
はい。,1
美術館、美術館かぁ、ちょっと美術館で別でお調べしてみましょうか、美術館。F美術館、かな？,0
はい。,1
fなんか気になるところがあれば。,0
わあ。,1
あ、この、安田カン彫刻？美術館、安田カン彫刻美術館かな、これですかね、今気になったのは。,0
いやちょっと、それの、2個くらい上のやつで、はい、こっちがなんか。,1
これですか？,0
これを、はい、さっきの前のやつとなんか、結構違って面白そう。,1
ああ、これは18世紀の宮殿をモデルにした館内、多分、これはあれですね、多分建物の中が、全部美術館みたいになってるのかな？おそらく。1階はミュージアムショップ、2、3、5階には10の展示室。ちょっと引っかかりますか？,0
ちょっと、なんかさっきのと違った感じで、面白いかなーと。,1
一応最上階にカフェもあるんで。,0
うーん、休憩できる。,1
そうですね、どうしましょう、まあ一応リストに、こちらも。,0
一応。,1
はい、入れておきます。で、あとは、どこだろ、f福原記念美術館、相原求一郎記念美術館、北の大地美術館、小泉淳作美術館、中村、ん？中札内美術村、なんかありますか？,0
うーん、この、あー、さっきの北の大地美術館。,1
北の大地美術館、これか。,0
どう、すごいなんか森の中にある。,1
これあれですね、全国公募展20歳の輪郭応募作品の展示、これ、中で展示なのかな？もしかしたらでもこの。,0
ちっちゃい、ところなのかな。,1
この、中札内美術村？の中にある施設なので、もしかしたら、その、もっとでかい、おっきいところの中の1つって感じかもしれないですね、もしかしたら。,0
うーんでもなんか、あんまり写真が撮れなさそう。,1
うーん、そうですね、もしかしたらこれだけかもしんないです。,0
や、うーん。,1
これは保留にしときますか？,0
そうですね、なんかもうちょっと他の、うーん。,1
他で。あ、これか、中札内美術村、が、この中にあるのが、この、これですね。,0
なるほど。,1
おそらく。あでも、ここだと美術館が点在って書いてあるんで、もしかしたら、なんかあるかも。ちょっと時間があれなので、時間がなくなっちゃったので。,0
あ、はい。,1
はい、ちょっとお時間がなくなっちゃったので。ま、今日写真撮るところ、まあ何個かピックアップさせてもらって、まあちょっと気晴らしにじゃないですけど美術館が、えーと2個ほど、リストアップさせていただきました。,0
はい。,1
これ、まあなんか気になる、気になるのがあれば、後ほどお知らせ、あのー、もできますんで、なんかあれば気軽に聞いてください。,0
はい。,1
ではこれで以上になりますんで、本日はどうもありがとうございました。,0
ありがとうございました。,1
