text,label
はい。,1
お客様、今日は、ご旅行のご相談でよろしいですか？,0
大丈夫です。,1
ありがとうございます。,0
ではですね、お客様がご旅行なさる場所、季節、人数を順にお伺いいたします。,0
はい。,1
まずどちらの方へ、ご旅行なさいますか？,0
北陸で、いいです、か？,1
北陸でございますね。,0
かしこまりました。,0
では北陸、と申しますと。,0
はい。,1
こちら、画面左手をご覧くださいませ。,0
はい。,0
中部の中の、富山、石川、福井とございます。,0
はい。,1
この中で中心的に回られたい場所はございますか？,0
っとーふ、石川県を中心に。,1
はい。,0
と、石川県と富山県、で。,1
はい。,0
えっとー、ちょっ。,1
んー、きついかもしんないですけど。,1
はい。,0
あのー、個人的に合掌造り、の集落を見たいと思ってて。,1
であのーそれが岐阜か富山かの、まあどちらか。,1
はい。,0
で、。,1
そうですね、ええ。,0
富山と岐阜、両方ともございますので。,0
ではあのー、いかがいたしましょう、一番ご覧になりたいのは、合掌造り、でしょうか。,0
そうですね、合掌造りと。,1
ええ。,0
あとは、あのー、石川県で。,1
はい。,0
えっとー。,1
能登温泉ってありますじゃないですか。,1
ええ。,0
はい。,1
そっちの方に、行きたい、ですね。,1
かしこまりました。,0
はい。,1
ではたとえば、午前か午後のどちらかに合掌造りをご覧になりまして。,0
はい。,1
そして、そのもう片方で能登温泉に行かれるという形でいかがでしょうか。,0
そうですね、ま能登温泉の方に行くか、あとまああのー金沢市内の。,1
はい。,0
あのー、二十一世紀美術館だったりだとか。,1
ええ。,0
という、ところーですね。,1
かしこまりました。,0
はい。,1
それではですね、こちらまずは、えー決まっている合掌造りの方で。,0
えー、こちら少々お待ちくださいね。,0
はい。,1
はい、お客様、お待たせしております。,0
はい。,1
こちら合掌造りで、もうちょっと指定した方が良いですかねー、少々お待ちくださいね。,0
はい、お待たせいたしました。,0
おそらくですね、こちら有名所が。,0
一番よく聞くのは、おそらく、五箇山総合案内所あたりの、五箇山エリア。,0
はい。,1
だと、思うんですね。,0
はい、それ以外にも、こちら、相倉もございますし。,0
うん。,1
菅沼の方も、ございます。,0
この、2番の菅沼、の合掌造り集落っていうのが。,1
はい。,0
世界遺産に認定されてるっていう、形。,1
えっとですね、こちらあのー。,0
説明自体にはこちらあのタイトルにはですね、この菅沼のみが世界遺産と入っておりますけども。,0
うん、はい。,1
あの世界遺産に指定されているのはですね、こちら、ご覧ください。,0
シラカワキョウよりも北。,0
五箇山にある世界遺産合掌造り集落ということで、こちら大体そのこの3つ、全てが、世界遺産を構成しているんですね。,0
うーん、うん。,1
ですので、あのーどれをご覧いただいても、全て、こちらもご覧ください。,0
こちらの、五箇山の方も、世界遺産とございますので、はい。,0
この3つどれをご覧いただいても、世界遺産ではございます。,0
その結構あの2番の、やつー。,1
のものが、結構気に、なるんですけれども。,1
ええ。,0
どういったところがよろしいですか？,0
こちら。,0
その写真を見る限り結構、きれいだな、って思って。,1
ええ。,0
まあでもやっぱりよく聞く、あのー、五箇山？,1
の方も。,1
まあ行けたらなと思ってるんですけど。,1
うんうんうん。,0
ではもしよろしければ。,0
はい。,1
この菅沼と、五箇山の2つをお巡りになりますか？,0
できー、ますかね。,1
ええ。,0
大丈夫ですかね。,1
はい。,0
こちらですね、お客様、もしよろしければ、この地図ですと。,0
はい。,1
どういったところか、ちょっとイメージ湧きにくいかも知れませんので。,0
こちらの、航空写真の方で、ご覧頂きますね。,0
お客様画面の方、航空写真写っておりますか？,0
大丈夫です。,1
はい、ではこちらで、アップしていくとー。,0
うーん。,1
はい。,0
こちらあのー、ちょっと立体的に、見えますかね。,0
はい。,1
合掌造りの、屋根が。,0
はい、こういう感じで、ええ、ご覧いただくことが、出来ますね。,0
こちらの、ご覧ください。,0
この今、指マークが付いている、ポイントされている場所が、展望広場の案内所ですので。,0
ここから、この、合掌造りの集落を、広く、こちら、上のようにご覧いただくことができると、お考えいただければと思います。,0
うん、ちなみに五箇山の方の、この地図っていうのも、見せていただいていいですか？,1
はい、もちろんでございます。,0
ではこちら五箇山につきましては、こちらの五箇山総合案内所の地図を、利用してもよろしいですか？,0
はい、大丈夫です。,1
はい。,0
こちらが五箇山でございますね。,0
うーん、やっぱり数的に結構密集してるの、のは、五箇山のほう、ですね。,1
そうですね、やはりあの広さとしても、ええ、五箇山の方がちょっと多いかな、という感じはしますよね。,0
ああ。,1
結構やっぱり五箇山の方が、良いですかね、ちょっとやっぱり密集してるって言う面では。,1
うん。,0
左様でございますか。,0
はい。,1
ではこちらの五箇山総合案内所の方にまず、ご訪問いただいて。,0
はい。,1
そこでちょっと情報収集をしてみて、いくつか、集落を回ってみてはいかがでしょうか。,0
はい、じゃあ、それで、いいですか。,1
はい、ありがとうございます。,0
お願いします。,1
はい、もちろんでございます。,0
はい。,1
ではお客様、五箇山だけでよろしいですか。,0
こちらはもう、菅沼の方は大丈夫でしょうか。,0
合掌造りのは、は五箇山だけで。,1
かしこまりました。,0
大丈夫です、はい。,1
はい。,0
ではこちらたとえばですねー。,0
えー案内所が開いているのが、九時から五時ですので。,0
うん。,1
ま午前中にこちらの五箇山を回られまして。,0
午後に石川県の方行かれるのはいかがですか？,0
それーで、いいですかね。,1
かしこまりました。,0
はい。,1
では午前に五箇山総合案内所の方でまずは、スタートということで承ります。,0
はい、お願いします。,1
はい。,0
ではですね、石川県の方なんですけれども。,0
はい。,1
えー、能登温泉でございますね。,0
少々お待ちくださいね。,0
えー、温泉でですね、こちら、能登エリアで。,0
いかがでしょう、あのー和倉とかの方が、よろしいですかね、奥の方の。,0
それとも。,0
和倉温泉の方がやっぱりいいですかね。,1
そうですね、ち。,0
知名度が結構高い。,1
ええ、知名度は高いですよね、和倉温泉ですと。,0
で、あのー、もっと、こちら、写真がございますので。,0
説をご覧になって、和倉の方になさるか。,0
はい。,1
こちらの輪島の方になさるかも、同じ能登半島ではあるんですけれども。,0
ええ、それでお決めいただくのもよろしいかと思います。,0
じゃあそれでいいですかね。,1
あのー。,1
はい。,0
2つ見る形で。,1
ええええ。,0
はい。,1
ではまずこちら和倉の方なんですけれども。,0
1番2番、こちらご覧になってみてどうですか。,0
ちょっとあんまりですか？,0
いやでも、1番の方はちょっとあのプールが付いてるんですか？,1
プールでございますね。,0
家族で楽しめるプールと、書かれております。,0
そうですね、やっぱり今回家族でいくっていう面からしても。,1
ええ。,0
す、プールで、入って、で、運動してちょっと疲れてから温泉に入るっていうのも。,1
ええ、ええ。,0
贅沢ですけど。,1
はあー、いいですねえ。,0
ええええ。,0
良いかな、と思う。,1
ではですね、温泉で、プールがついているところちょっと絞ってみましょうか。,0
はい、お願いします。,1
はい、プール、をキーワードにも入れてですね。,0
